n,candidate_id,strategy_name,candidate_family,candidate_source,generation_method,seed_strategy,mutation_type,mutation_distance,order_json,order_compact,order_hash,is_existing_teacher_order,priority_n_role,existing_reward_mean_all,pred_reward_mean_all,pred_reward_v01_u2_primary,pred_u2_score_rank,pred_peeq_score_rank,pred_surfaceT_score_rank,tree_prediction_mean,pred_uncertainty_std,pred_rank_within_n,pred_percentile_within_n,ensemble_disagreement_flag,nearest_existing_strategy,novelty_distance_to_nearest_existing,diversity_score,selection_bucket,shortlist_rank_within_n,teacher_batch20_rank_within_n
12,RUN12_N12_C00349,N12_RUN12_N12_C00349_mutate_perturb_last_quarter,mutation,surrogate_mutation,mutate_perturb_last_quarter,N12_A04_method_c_u2_first_engineering,perturb_last_quarter,2,"[0,2,4,6,8,10,5,3,1,11,9,7]","0,2,4,6,8,10,5,3,1,11,9,7",c5a31a4517c3df47,False,sanity_small_N_diagnostic,,0.7610843678698199,0.7867519273607767,0.8455331996403262,0.8073326580057645,0.36890388254301976,0.7610843678698199,0.10909687178657855,14,0.9896743447180302,False,N12_A04_method_c_u2_first_engineering,0.045454545454545456,0.045454545454545456,U2_primary_top,11,
12,RUN12_N12_C00346,N12_RUN12_N12_C00346_mutate_perturb_last_quarter,mutation,surrogate_mutation,mutate_perturb_last_quarter,N12_A04_method_c_u2_first_engineering,perturb_last_quarter,2,"[0,2,4,6,8,10,5,3,1,11,7,9]","0,2,4,6,8,10,5,3,1,11,7,9",b699a3a35c0fd430,False,sanity_small_N_diagnostic,,0.7584620464412485,0.7810822845036339,0.8469577479542754,0.8024437324993579,0.3849342337581993,0.7584620464412485,0.11032114996807287,16,0.9880857823669579,False,N12_A04_method_c_u2_first_engineering,0.030303030303030304,0.030303030303030304,U2_primary_top,12,
12,RUN12_N12_C00372,N12_RUN12_N12_C00372_mutate_edge_center_swap,mutation,surrogate_mutation,mutate_edge_center_swap,N12_A04_method_c_u2_first_engineering,edge_center_swap,2,"[0,2,4,6,8,10,1,3,7,5,9,11]","0,2,4,6,8,10,1,3,7,5,9,11",de3577086cea2150,False,sanity_small_N_diagnostic,,0.754251728980931,0.7793243479956973,0.8396993862762707,0.814930679032357,0.3728891657309884,0.754251728980931,0.10899116691519231,23,0.982525814138205,False,N12_A02_odd_even_interlaced,0.015151515151515152,0.015151515151515152,U2_primary_top,13,
12,RUN12_N12_C00426,N12_RUN12_N12_C00426_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N12_A02_odd_even_interlaced,reverse_short_segment,2,"[0,2,4,6,8,10,1,3,7,9,11,5]","0,2,4,6,8,10,1,3,7,9,11,5",031d24be438b1648,False,sanity_small_N_diagnostic,,0.7481632907078946,0.7811419500365137,0.8409426866267139,0.8001371848803102,0.40645209994750253,0.7481632907078946,0.11033443762138209,36,0.9722001588562351,False,N12_A02_odd_even_interlaced,0.045454545454545456,0.045454545454545456,U2_primary_top,14,
12,RUN12_N12_C00488,N12_RUN12_N12_C00488_mutate_parity_preserving_swap,mutation,surrogate_mutation,mutate_parity_preserving_swap,N12_A02_odd_even_interlaced,parity_preserving_swap,1,"[0,10,4,6,8,2,1,3,5,7,9,11]","0,10,4,6,8,2,1,3,5,7,9,11",d0d183e0878c22cd,False,sanity_small_N_diagnostic,,0.7468243687502226,0.7783562357507994,0.8406597123258824,0.7353595059739979,0.37518986463595,0.7468243687502226,0.11547885296104501,39,0.9698173153296267,False,N12_A02_odd_even_interlaced,0.10606060606060606,0.10606060606060606,U2_primary_top,15,
12,RUN12_N12_C00026,N12_RUN12_N12_C00026_regular_jump_non_coprime_sentinel,regular_jump_sentinel,engineering_baseline,regular_jump_non_coprime_sentinel,,,,"[1,11,9,7,5,3,0,2,4,6,8,10]","1,11,9,7,5,3,0,2,4,6,8,10",bdefebe906990eb4,False,sanity_small_N_diagnostic,,0.7420064397319364,0.7798646196639931,0.791254609503954,0.7885562029793095,0.4983706903229354,0.7420064397319364,0.1732309693755779,49,0.9618745035742653,True,N12_A06_edge_in_alternating,0.4090909090909091,0.4090909090909091,diversity_top,16,
12,RUN12_N12_C00445,N12_RUN12_N12_C00445_mutate_swap_early_late_blocks,mutation,surrogate_mutation,mutate_swap_early_late_blocks,N12_A02_odd_even_interlaced,swap_early_late_blocks,1,"[1,3,4,6,8,10,0,2,5,7,9,11]","1,3,4,6,8,10,0,2,5,7,9,11",898eb6c9a61c1744,False,sanity_small_N_diagnostic,,0.6813849115296703,0.7112396068663613,0.7167483404705585,0.7625673698539362,0.5323514990153648,0.6813849115296703,0.15399134466213565,76,0.9404289118347895,False,N12_A01_raster_left_to_right,0.25757575757575757,0.25757575757575757,diversity_top,17,
12,RUN12_N12_C00318,N12_RUN12_N12_C00318_mutate_rotate_sequence,mutation,surrogate_mutation,mutate_rotate_sequence,N12_A04_method_c_u2_first_engineering,rotate_sequence,2,"[1,7,9,11,0,2,4,6,8,10,5,3]","1,7,9,11,0,2,4,6,8,10,5,3",0b8d6cf39f82c36e,False,sanity_small_N_diagnostic,,0.6793392647346456,0.7076979050428918,0.7177954172260089,0.8001760263991345,0.6174927249303763,0.6793392647346455,0.13116608401795102,77,0.9396346306592533,False,N12_A06_edge_in_alternating,0.3939393939393939,0.3939393939393939,diversity_top,18,
12,RUN12_N12_C00335,N12_RUN12_N12_C00335_mutate_swap_early_late_blocks,mutation,surrogate_mutation,mutate_swap_early_late_blocks,N12_A04_method_c_u2_first_engineering,swap_early_late_blocks,3,"[0,2,9,11,5,3,1,7,8,10,4,6]","0,2,9,11,5,3,1,7,8,10,4,6",3b94b64069701fd7,False,sanity_small_N_diagnostic,,0.6536926463268032,0.6959879944785193,0.7040517422424163,0.6889191930436862,0.3935165481597773,0.6536926463268032,0.13656177905194528,78,0.9388403494837172,False,N12_A06_edge_in_alternating,0.2727272727272727,0.2727272727272727,diversity_top,19,
12,RUN12_N12_C00046,N12_RUN12_N12_C00046_regular_jump_non_coprime_sentinel,regular_jump_sentinel,engineering_baseline,regular_jump_non_coprime_sentinel,,,,"[11,9,7,5,3,1,0,2,4,6,8,10]","11,9,7,5,3,1,0,2,4,6,8,10",c15b365a0cc5493a,False,sanity_small_N_diagnostic,,0.6291916892854987,0.6071424922459409,0.6398889775898705,0.6886381274554831,0.6665142698927373,0.6291916892854987,0.2889328440116154,88,0.9308975377283558,True,N12_A03_greedy_maximin_distance,0.4393939393939394,0.4393939393939394,diversity_top,20,
12,RUN12_N12_C00134,N12_RUN12_N12_C00134_method_c_maximin_seed_like,method_c_inspired,method_c_inspired,method_c_maximin_seed_like,,,,"[0,5,11,6,8,4,2,7,1,3,9,10]","0,5,11,6,8,4,2,7,1,3,9,10",e1bbed764cecf310,False,sanity_small_N_diagnostic,,0.5524798939236236,0.5361033641480236,0.5409067020140641,0.5772626535977153,0.42364289700479574,0.5524798939236236,0.10988264889627439,343,0.7283558379666402,False,N12_A15_graph_pointer_policy_balanced_dispersion_proxy,0.045454545454545456,0.045454545454545456,method_c_inspired,21,
12,RUN12_N12_C00133,N12_RUN12_N12_C00133_method_c_regular_jump_seed_like,method_c_inspired,method_c_inspired,method_c_regular_jump_seed_like,,,,"[0,5,11,8,10,3,2,1,6,4,7,9]","0,5,11,8,10,3,2,1,6,4,7,9",bf7e00de205f612d,False,sanity_small_N_diagnostic,,0.5212995201975797,0.524614700271288,0.5297336831717872,0.4972289680599157,0.42617384408909526,0.5212995201975797,0.12106606135178831,707,0.43923749007148527,False,N12_A11_graph_pointer_policy_diverse_01,0.12121212121212122,0.12121212121212122,method_c_inspired,22,
12,RUN12_N12_C00132,N12_RUN12_N12_C00132_method_c_diversity_preserved_like,method_c_inspired,method_c_inspired,method_c_diversity_preserved_like,,,,"[0,11,5,8,1,10,2,9,3,4,6,7]","0,11,5,8,1,10,2,9,3,4,6,7",0d6b4d0621ea619c,False,sanity_small_N_diagnostic,,0.5143434205550228,0.5185498438884175,0.5170346364320852,0.39234909159790077,0.4375400876387684,0.5143434205550228,0.13248775641157412,732,0.41938046068308177,False,N12_A11_graph_pointer_policy_diverse_01,0.12121212121212122,0.12121212121212122,method_c_inspired,23,
12,RUN12_N12_C00130,N12_RUN12_N12_C00130_method_c_peeq_aware_like,method_c_inspired,method_c_inspired,method_c_peeq_aware_like,,,,"[0,11,2,4,5,8,6,10,1,3,7,9]","0,11,2,4,5,8,6,10,1,3,7,9",0d8bd0f28802e9f2,False,sanity_small_N_diagnostic,,0.5034662271893731,0.5133384949331171,0.5249492953669577,0.46757284332151355,0.3997545377584996,0.5034662271893731,0.14804829204396275,757,0.39952343129467827,False,N12_A10_graph_pointer_policy_zero_shot_or_proxy_best,0.030303030303030304,0.030303030303030304,method_c_inspired,24,
16,RUN12_N16_C01673,N16_RUN12_N16_C01673_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N16_A04_method_c_u2_first_engineering,reverse_short_segment,1,"[0,2,4,6,8,10,14,12,7,5,3,1,9,11,13,15]","0,2,4,6,8,10,14,12,7,5,3,1,9,11,13,15",07d1527fe5bebcbb,False,support_interpolation_diagnostic,,0.8064539049176901,0.8173867155666663,0.8317167021339682,0.8465862010896649,0.39211124212384635,0.8064539049176901,0.09729417405795705,2,0.9992088607594937,False,N16_A04_method_c_u2_first_engineering,0.008333333333333333,0.008333333333333333,surrogate_top,1,
16,RUN12_N16_C01764,N16_RUN12_N16_C01764_mutate_parity_preserving_swap,mutation,surrogate_mutation,mutate_parity_preserving_swap,N16_A04_method_c_u2_first_engineering,parity_preserving_swap,1,"[0,2,4,6,8,14,12,10,7,5,3,1,9,11,13,15]","0,2,4,6,8,14,12,10,7,5,3,1,9,11,13,15",a2a8d66c6fafcb1a,False,support_interpolation_diagnostic,,0.8064539049176901,0.8173867155666663,0.8317167021339682,0.8465862010896649,0.39211124212384635,0.8064539049176901,0.09729417405795705,3,0.9984177215189873,False,N16_A04_method_c_u2_first_engineering,0.025,0.025,surrogate_top,2,
16,RUN12_N16_C01668,N16_RUN12_N16_C01668_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N16_A04_method_c_u2_first_engineering,reverse_short_segment,2,"[0,2,4,6,8,14,12,10,7,1,3,5,9,11,13,15]","0,2,4,6,8,14,12,10,7,1,3,5,9,11,13,15",16c51042534d88b9,False,support_interpolation_diagnostic,,0.8006184221134572,0.8105547049846556,0.8355222028288697,0.827870674109335,0.39211124212384635,0.8006184221134572,0.13048758531361718,4,0.997626582278481,False,N16_A02_odd_even_interlaced,0.05,0.05,surrogate_top,3,
16,RUN12_N16_C01736,N16_RUN12_N16_C01736_mutate_perturb_last_quarter,mutation,surrogate_mutation,mutate_perturb_last_quarter,N16_A04_method_c_u2_first_engineering,perturb_last_quarter,3,"[0,2,4,6,8,10,12,14,7,5,3,1,9,13,15,11]","0,2,4,6,8,10,12,14,7,5,3,1,9,13,15,11",59ad143986e9f9dd,False,support_interpolation_diagnostic,,0.7951080419589314,0.8079020878446097,0.8339301009343483,0.8300011304585416,0.400142156102341,0.7951080419589314,0.10404739118374191,6,0.9960443037974683,False,N16_A04_method_c_u2_first_engineering,0.016666666666666666,0.016666666666666666,surrogate_top,4,
16,RUN12_N16_C01742,N16_RUN12_N16_C01742_mutate_perturb_last_quarter,mutation,surrogate_mutation,mutate_perturb_last_quarter,N16_A04_method_c_u2_first_engineering,perturb_last_quarter,1,"[0,2,4,6,8,10,12,14,7,5,3,1,9,15,13,11]","0,2,4,6,8,10,12,14,7,5,3,1,9,15,13,11",6225b728b2249979,False,support_interpolation_diagnostic,,0.7951080419589314,0.8079020878446097,0.835141607042168,0.8358074312483951,0.40252310848329337,0.7951080419589314,0.10404739118374191,7,0.995253164556962,False,N16_A04_method_c_u2_first_engineering,0.025,0.025,surrogate_top,5,
16,RUN12_N16_C01755,N16_RUN12_N16_C01755_mutate_parity_preserving_swap,mutation,surrogate_mutation,mutate_parity_preserving_swap,N16_A04_method_c_u2_first_engineering,parity_preserving_swap,2,"[0,2,4,6,8,10,12,14,9,5,3,1,7,11,15,13]","0,2,4,6,8,10,12,14,9,5,3,1,7,11,15,13",a1fe68f33f9979b3,False,support_interpolation_diagnostic,,0.7900820829642223,0.8050938867864085,0.8337515295057769,0.8116310456822069,0.39211124212384635,0.7900820829642223,0.13529856923642225,8,0.9944620253164557,False,N16_A02_odd_even_interlaced,0.06666666666666667,0.06666666666666667,surrogate_top,6,
16,RUN12_N16_C01672,N16_RUN12_N16_C01672_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N16_A04_method_c_u2_first_engineering,reverse_short_segment,1,"[0,2,6,4,8,10,12,14,7,5,3,1,9,11,13,15]","0,2,6,4,8,10,12,14,7,5,3,1,9,11,13,15",a11a0f2276f76dd1,False,support_interpolation_diagnostic,,0.7895240644700864,0.8000156311113786,0.8318371136498288,0.8419902177601288,0.40091208363857295,0.7895240644700864,0.11231702366883069,9,0.9936708860759493,False,N16_A04_method_c_u2_first_engineering,0.008333333333333333,0.008333333333333333,surrogate_top,7,
16,RUN12_N16_C01770,N16_RUN12_N16_C01770_mutate_edge_center_swap,mutation,surrogate_mutation,mutate_edge_center_swap,N16_A04_method_c_u2_first_engineering,edge_center_swap,1,"[0,4,2,6,8,10,12,14,7,5,3,1,9,11,13,15]","0,4,2,6,8,10,12,14,7,5,3,1,9,11,13,15",fdf66063e3ea9cec,False,support_interpolation_diagnostic,,0.7895240644700864,0.8000156311113786,0.8318371136498288,0.8419902177601288,0.40091208363857295,0.7895240644700864,0.11231702366883069,10,0.992879746835443,False,N16_A04_method_c_u2_first_engineering,0.008333333333333333,0.008333333333333333,surrogate_top,8,
16,RUN12_N16_C01753,N16_RUN12_N16_C01753_mutate_parity_preserving_swap,mutation,surrogate_mutation,mutate_parity_preserving_swap,N16_A04_method_c_u2_first_engineering,parity_preserving_swap,1,"[0,2,4,6,8,10,12,14,11,5,3,1,9,7,13,15]","0,2,4,6,8,10,12,14,11,5,3,1,9,7,13,15",2dfb5f6c739eb474,False,support_interpolation_diagnostic,,0.7891946993907212,0.8030473771431247,0.829575208887924,0.8437759320458432,0.3985311312576206,0.7891946993907212,0.1112776578322064,11,0.9920886075949367,False,N16_A02_odd_even_interlaced,0.075,0.075,surrogate_top,9,
16,RUN12_N16_C01661,N16_RUN12_N16_C01661_mutate_reverse_short_segment,mutation,surrogate_mutation,mutate_reverse_short_segment,N16_A04_method_c_u2_first_engineering,reverse_short_segment,1,"[0,2,4,6,8,10,12,14,7,9,1,3,5,11,13,15]","0,2,4,6,8,10,12,14,7,9,1,3,5,11,13,15",e7b10473f6663b81,False,support_interpolation_diagnostic,,0.7875895406605625,0.7992616628574105,0.830072429281458,0.8449393756928395,0.40091208363857295,0.7875895406605625,0.11076781458403347,12,0.9912974683544303,False,N16_A02_odd_even_interlaced,0.05,0.05,surrogate_top,10,
16,RUN12_N16_C01780,N16_RUN12_N16_C01780_mutate_edge_center_swap,mutation,surrogate_mutation,mutate_edge_center_swap,N16_A04_method_c_u2_first_engineering,edge_center_swap,2,"[0,2,4,6,8,10,12,14,7,5,3,1,15,13,11,9]","0,2,4,6,8,10,12,14,7,5,3,1,15,13,11,9",8582b53d280e17a3,False,support_interpolation_diagnostic,,0.7874636605441585,0.8040828167136376,0.8585204613012629,0.8222334516565579,0.36188803845609724,0.7874636605441585,0.09481014043680588,15,0.9889240506329114,False,N16_A04_method_c_u2_first_engineering,0.05,0.05,U2_primary_top,11,
16,RUN12_N16_C02044,N16_RUN12_N16_C02044_mutate_perturb_last_quarter,mutation,surrogate_mutation,mutate_perturb_last_quarter,N16_A02_odd_even_interlaced,perturb_last_quarter,3,"[0,2,4,6,8,10,12,14,1,3,5,7,9,15,13,11]","0,2,4,6,8,10,12,14,1,3,5,7,9,15,13,11",75e61c75c7cef52d,False,support_interpolation_diagnostic,,0.7862626801520016,0.8052099759106498,0.8572655009838025,0.8212413881644947,0.35594416090507686,0.7862626801520016,0.09156433632580852,16,0.9881329113924051,False,N16_A02_odd_even_interlaced,0.025,0.025,U2_primary_top,12,
16,RUN12_N16_C02042,N16_RUN12_N16_C02042_mutate_perturb_last_quarter,mutation,surrogate_mutation,mutate_perturb_last_quarter,N16_A02_odd_even_interlaced,perturb_last_quarter,3,"[0,2,4,6,8,10,12,14,1,3,5,7,9,13,15,11]","0,2,4,6,8,10,12,14,1,3,5,7,9,13,15,11",0dc01fdd3e5ad2af,False,support_interpolation_diagnostic,,0.7849004352540425,0.8052099759106498,0.8572655009838025,0.8158088484819551,0.36238233802777775,0.7849004352540425,0.09152136266072823,18,0.9865506329113924,False,N16_A02_odd_even_interlaced,0.016666666666666666,0.016666666666666666,U2_primary_top,13,
16,RUN12_N16_C01737,N16_RUN12_N16_C01737_mutate_perturb_last_quarter,mutation,surrogate_mutation,mutate_perturb_last_quarter,N16_A04_method_c_u2_first_engineering,perturb_last_quarter,3,"[0,2,4,6,8,10,12,14,7,5,3,1,15,11,9,13]","0,2,4,6,8,10,12,14,7,5,3,1,15,11,9,13",d41c73dc320285d3,False,support_interpolation_diagnostic,,0.7762023907943231,0.7952906060121528,0.8572567842354544,0.8135846055152309,0.3748732927151154,0.7762023907943231,0.1035556896424175,38,0.9707278481012658,False,N16_A04_method_c_u2_first_engineering,0.03333333333333333,0.03333333333333333,U2_primary_top,14,
16,RUN12_N16_C02024,N16_RUN12_N16_C02024_mutate_perturb_first_quarter,mutation,surrogate_mutation,mutate_perturb_first_quarter,N16_A02_odd_even_interlaced,perturb_first_quarter,2,"[0,4,6,2,8,10,12,14,1,3,5,7,9,11,13,15]","0,4,6,2,8,10,12,14,1,3,5,7,9,11,13,15",ecd444e9942110c4,False,support_interpolation_diagnostic,,0.7754811606355929,0.794447352043899,0.8569938874100576,0.8217790499596754,0.3728891657309884,0.775481160635593,0.1032561380671079,41,0.9683544303797469,False,N16_A02_odd_even_interlaced,0.016666666666666666,0.016666666666666666,U2_primary_top,15,
16,RUN12_N16_C01688,N16_RUN12_N16_C01688_mutate_rotate_sequence,mutation,surrogate_mutation,mutate_rotate_sequence,N16_A04_method_c_u2_first_engineering,rotate_sequence,3,"[1,9,11,13,15,0,2,4,6,8,10,12,14,7,5,3]","1,9,11,13,15,0,2,4,6,8,10,12,14,7,5,3",9a674580a1a6fa6e,False,support_interpolation_diagnostic,,0.7334030970777086,0.7590301463610005,0.8132287015350849,0.8146877458742454,0.6238088624965138,0.7334030970777086,0.11906715403470836,120,0.9058544303797469,False,N16_A03_greedy_maximin_distance,0.375,0.375,diversity_top,16,
16,RUN12_N16_C01701,N16_RUN12_N16_C01701_mutate_swap_early_late_blocks,mutation,surrogate_mutation,mutate_swap_early_late_blocks,N16_A04_method_c_u2_first_engineering,swap_early_late_blocks,3,"[0,2,8,13,15,1,9,11,7,5,3,4,6,10,12,14]","0,2,8,13,15,1,9,11,7,5,3,4,6,10,12,14",ce43e530f7921d38,False,support_interpolation_diagnostic,,0.7158652536906523,0.7551922489260409,0.8196347098784391,0.6835713058787021,0.3833135890845592,0.7158652536906523,0.12539591492971922,130,0.8979430379746836,False,N16_A03_greedy_maximin_distance,0.2916666666666667,0.2916666666666667,diversity_top,17,
16,RUN12_N16_C02288,N16_RUN12_N16_C02288_mutate_rotate_sequence,mutation,surrogate_mutation,mutate_rotate_sequence,N16_A08_block_interleaved_quarters,rotate_sequence,2,"[1,5,9,13,2,6,10,14,3,7,11,15,0,4,8,12]","1,5,9,13,2,6,10,14,3,7,11,15,0,4,8,12",2f3426db48646a83,False,support_interpolation_diagnostic,,0.6286604203607501,0.6178325660966799,0.6026770168712485,0.8179693794885403,0.526384732132975,0.6286604203607501,0.10878035517878418,200,0.8425632911392404,False,N16_A01_raster_left_to_right,0.4,0.4,diversity_top,18,
16,RUN12_N16_C02008,N16_RUN12_N16_C02008_mutate_swap_early_late_blocks,mutation,surrogate_mutation,mutate_swap_early_late_blocks,N16_A02_odd_even_interlaced,swap_early_late_blocks,2,"[1,3,9,11,13,10,12,14,0,2,4,7,5,6,8,15]","1,3,9,11,13,10,12,14,0,2,4,7,5,6,8,15",7e1f55ab94d42e8d,False,support_interpolation_diagnostic,,0.6224443469593587,0.6197775540563039,0.621772310304745,0.676116362368446,0.5308114320864605,0.6224443469593587,0.12994810449146785,204,0.8393987341772152,False,N16_A12_graph_pointer_policy_diverse_02,0.325,0.325,diversity_top,19,
16,RUN12_N16_C02251,N16_RUN12_N16_C02251_mutate_swap_two_positions,mutation,surrogate_mutation,mutate_swap_two_positions,N16_A08_block_interleaved_quarters,swap_two_positions,3,"[0,4,8,3,11,5,9,13,2,6,10,14,12,7,15,1]","0,4,8,3,11,5,9,13,2,6,10,14,12,7,15,1",4025f4943c521ba0,False,support_interpolation_diagnostic,,0.6042228045845973,0.6071473095954555,0.6433264756881194,0.7062161881722518,0.7368619355583191,0.6042228045845973,0.10479831440477749,242,0.8093354430379747,False,N16_A08_block_interleaved_quarters,0.2916666666666667,0.2916666666666667,diversity_top,20,
