run_id,batch_option,batch_name,n,handoff_strategy_name,original_run33_candidate_id,original_run33_strategy_name,candidate_source,generation_method,selection_bucket,priority_role,surrogate_prediction,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance_to_combined172_plus_N32,nearest_existing_teacher_strategy,N32_informed,native_validation_N,order_json,order_compact,order_hash,teacher_validated,teacher_validation_status,notes
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,24,S3R34N32INF_N24_B03_hybrid_agree,R33_N24_C02168,N24_R33_N24_C02168_hybrid_gnn_surrogate_agreement,hybrid_gnn_surrogate_agreement,even_odd,hybrid_gnn_surrogate_agreement,,0.6101723760635146,0.5690637622535686,-2.2082737013697624,0.5155203821877262,0.13021953629980748,0.041108613809946015,0.2463768115942029,S3R24L64_N24_B01_top_region,True,True,"[22,18,12,16,10,20,2,4,14,6,0,8,17,13,7,11,1,3,15,9,5,21,19,23]",22-18-12-16-10-20-2-4-14-6-0-8-17-13-7-11-1-3-15-9-5-21-19-23,3ed2ee05e4bdb6d7,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,24,S3R34N32INF_N24_B04_hybrid_disagree,R33_N24_C02323,N24_R33_N24_C02323_hybrid_gnn_surrogate_disagreement,hybrid_gnn_surrogate_disagreement,even_odd,hybrid_gnn_surrogate_disagreement,,0.6531847982421818,0.6453748625273243,-2.2132743832965693,0.5518274350567125,0.07681355754000352,0.007809935714857441,0.23550724637681159,S3R24L64_N24_B02_top_region,True,True,"[20,2,0,22,14,10,18,6,16,12,8,4,3,17,19,23,15,13,11,1,9,5,7,21]",20-2-0-22-14-10-18-6-16-12-8-4-3-17-19-23-15-13-11-1-9-5-7-21,c86e84008b3b4d7a,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,24,S3R34N32INF_N24_B05_uncertainty,R33_N24_C02000,N24_R33_N24_C02000_uncertainty_calibration,uncertainty_calibration,even_odd,uncertainty_calibration,,0.6138241994657468,0.5966970409104063,-2.1864296520749726,0.5186556765643385,0.10138976195793514,0.017127158555340527,0.21739130434782608,S3R24L64_N24_B01_top_region,True,True,"[18,20,14,4,2,0,22,16,8,6,12,10,7,9,21,1,15,19,11,13,23,17,3,5]",18-20-14-4-2-0-22-16-8-6-12-10-7-9-21-1-15-19-11-13-23-17-3-5,738249755687c0ee,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,24,S3R34N32INF_N24_B06_diversity,R33_N24_C01524,N24_R33_N24_C01524_diversity_coverage,diversity_coverage,even_odd,diversity_coverage,,0.6152336813707021,0.5956208449627949,-2.1835633665323257,0.5240058703144582,0.11722134319873291,0.01961283640790723,0.25,S3R24L64_N24_B01_top_region,True,True,"[18,22,20,14,4,8,6,10,16,12,0,2,7,9,17,23,15,21,11,3,13,19,1,5]",18-22-20-14-4-8-6-10-16-12-0-2-7-9-17-23-15-21-11-3-13-19-1-5,9f02dd3082df3ba3,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,24,S3R34N32INF_N24_B07_sentinel,R33_N24_C01976,N24_R33_N24_C01976_sentinel_control,sentinel_control,even_odd,sentinel_control,,0.6551882830941433,0.6371540783098246,-2.09750043352445,0.5575672197286826,0.0966427488423031,0.01803420478431872,0.2826086956521739,S3R24L64_N24_B02_top_region,True,True,"[20,18,14,12,4,8,22,10,16,6,2,0,1,5,15,13,21,17,23,19,11,9,7,3]",20-18-14-12-4-8-22-10-16-6-2-0-1-5-15-13-21-17-23-19-11-9-7-3,cd2eef365a3f8007,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,24,S3R34N32INF_N24_B08_n24_calibration,R33_N24_C00517,N24_R33_N24_C00517_N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_calibration_neighborhood,,0.7482427222671677,0.7282137168001821,-1.7724370683232944,0.6148281074804023,0.03849876685588398,0.020029005466985605,0.17391304347826086,S3R24L64_N24_B01_top_region,True,True,"[22,20,18,16,14,12,10,8,6,4,2,0,11,9,7,5,3,1,13,15,17,19,21,23]",22-20-18-16-14-12-10-8-6-4-2-0-11-9-7-5-3-1-13-15-17-19-21-23,a3d01febcc3c76d5,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,24,S3R34N32INF_N24_B09_n24_calibration,R33_N24_C00448,N24_R33_N24_C00448_N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_calibration_neighborhood,,0.7173970872183232,0.7225939639189563,-2.0268350013842187,0.6160738516849705,0.06074354039501465,0.0051968767006330685,0.34782608695652173,N24_A13_graph_pointer_policy_anti_odd_even_novelty,True,True,"[21,19,17,15,13,1,3,5,7,9,11,22,20,18,16,14,12,10,8,6,4,2,0,23]",21-19-17-15-13-1-3-5-7-9-11-22-20-18-16-14-12-10-8-6-4-2-0-23,74287c57c37ad8ad,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,24,S3R34N32INF_N24_B10_n24_calibration,R33_N24_C00576,N24_R33_N24_C00576_N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_calibration_neighborhood,,0.7348174106995781,0.7054467934758858,-2.0956679234902063,0.6102271916761965,0.06527511625355686,0.029370617223692275,0.2318840579710145,S3R19B28_N24_B04_method_c_inspired,True,True,"[20,22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18]",20-22-11-1-3-5-7-9-13-15-17-19-21-23-0-2-4-6-8-10-12-14-16-18,3d047ed7bdb52c04,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,24,S3R34N32INF_N24_B11_n24_calibration,R33_N24_C00570,N24_R33_N24_C00570_N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_calibration_neighborhood,,0.7415110573803385,0.7172474627784525,-2.0706153189142547,0.6102797965378488,0.06470182617382729,0.024263594601885985,0.16666666666666666,S3R24L64_N24_B07_model_disagreement,True,True,"[22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20]",22-11-1-3-5-7-9-13-15-17-19-21-23-0-2-4-6-8-10-12-14-16-18-20,e610e670cf7e8ddf,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,24,S3R34N32INF_N24_B12_n24_calibration,R33_N24_C00599,N24_R33_N24_C00599_N24_calibration_neighborhood,N24_calibration_neighborhood,known_best_mutation,N24_calibration_neighborhood,,0.7377162618864311,0.706352453751984,-1.8851992314060528,0.6081883665685203,0.06653410542262386,0.03136380813444717,0.19202898550724637,S3R24L64_N24_B04_top_region,True,True,"[19,21,23,0,2,4,6,8,10,12,14,16,18,20,22,11,1,3,5,7,9,13,15,17]",19-21-23-0-2-4-6-8-10-12-14-16-18-20-22-11-1-3-5-7-9-13-15-17,bbf7e8cd5047024f,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,40,S3R34N32INF_N40_B01_graph_pointer,R33_N40_C00001,N40_R33_N40_C00001_graph_pointer_top,graph_pointer_greedy,greedy_decode,graph_pointer_top,,0.723139871714336,0.6974796883695699,-2.0250980641692875,0.5872196821497793,0.06148471640143014,0.025660183344766163,0.08974358974358974,S3R19B28_N40_B04_method_c_inspired,True,True,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,37,35,33,31,29,27,25,23,21,19,17,15,13,11,9,7,5,3,1,39]",0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-37-35-33-31-29-27-25-23-21-19-17-15-13-11-9-7-5-3-1-39,95f7f97002b46e8c,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,40,S3R34N32INF_N40_B02_surrogate_top,R33_N40_C01833,N40_R33_N40_C01833_surrogate_top_predicted,surrogate_top_predicted,even_odd,surrogate_top_predicted,,0.6166018345151216,0.5880183279731301,-2.7049757450819016,0.5252455780000018,0.11417679331094653,0.028583506541991488,0.27692307692307694,N40_A02_odd_even_interlaced,True,True,"[38,28,18,34,24,26,14,20,4,0,10,12,30,36,32,22,16,2,6,8,35,39,17,1,33,7,3,23,5,27,15,9,25,29,37,13,11,21,19,31]",38-28-18-34-24-26-14-20-4-0-10-12-30-36-32-22-16-2-6-8-35-39-17-1-33-7-3-23-5-27-15-9-25-29-37-13-11-21-19-31,28bd415a5dd9405d,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,40,S3R34N32INF_N40_B03_hybrid_agree,R33_N40_C02432,N40_R33_N40_C02432_hybrid_gnn_surrogate_agreement,hybrid_gnn_surrogate_agreement,even_odd,hybrid_gnn_surrogate_agreement,,0.6335367864641106,0.6300028611258538,-2.6048123329877853,0.5380919457843416,0.10607536409155838,0.0035339253382568048,0.2153846153846154,S3B20_N40_B04_surrogate_top,True,True,"[10,16,14,24,28,32,12,6,20,26,38,4,36,30,22,18,34,8,2,0,39,21,19,9,31,13,3,1,11,17,7,15,25,29,23,5,33,27,35,37]",10-16-14-24-28-32-12-6-20-26-38-4-36-30-22-18-34-8-2-0-39-21-19-9-31-13-3-1-11-17-7-15-25-29-23-5-33-27-35-37,47979034a3c4fcc9,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,40,S3R34N32INF_N40_B04_hybrid_disagree,R33_N40_C02877,N40_R33_N40_C02877_hybrid_gnn_surrogate_disagreement,hybrid_gnn_surrogate_disagreement,even_odd,hybrid_gnn_surrogate_disagreement,,0.6063074982939559,0.5845084103222494,-2.630564084649086,0.5126467283969535,0.09460758164971697,0.021799087971706488,0.2358974358974359,S3R24L64_N40_B23_exploitation_reference,True,True,"[20,30,38,12,18,14,28,26,6,36,0,4,2,10,16,24,34,32,22,8,31,15,35,33,29,13,7,9,5,23,3,17,21,19,25,11,39,37,27,1]",20-30-38-12-18-14-28-26-6-36-0-4-2-10-16-24-34-32-22-8-31-15-35-33-29-13-7-9-5-23-3-17-21-19-25-11-39-37-27-1,6ef39869b256faf6,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,40,S3R34N32INF_N40_B05_uncertainty,R33_N40_C02812,N40_R33_N40_C02812_uncertainty_calibration,uncertainty_calibration,even_odd,uncertainty_calibration,,0.6323369279373161,0.611757021014066,-2.726519829779863,0.5333751323360999,0.10471079537572264,0.02057990692325007,0.22179487179487178,S3R24L64_N40_B01_top_region,True,True,"[28,38,22,12,2,34,16,10,4,18,36,20,0,32,30,26,24,14,8,6,17,29,11,37,35,31,19,5,9,25,15,13,3,23,7,21,33,39,27,1]",28-38-22-12-2-34-16-10-4-18-36-20-0-32-30-26-24-14-8-6-17-29-11-37-35-31-19-5-9-25-15-13-3-23-7-21-33-39-27-1,786d848187a4a6d0,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,40,S3R34N32INF_N40_B06_diversity,R33_N40_C02336,N40_R33_N40_C02336_diversity_coverage,diversity_coverage,even_odd,diversity_coverage,,0.6274450779398852,0.5978004025405038,-2.642355877906084,0.5309508399097137,0.12687997689702094,0.029644675399381426,0.23717948717948717,S3R19B28_N40_B04_method_c_inspired,True,True,"[38,34,32,20,28,12,10,26,24,16,6,2,0,30,8,14,36,18,4,22,21,29,19,27,31,25,39,11,9,7,1,13,33,35,23,15,3,17,5,37]",38-34-32-20-28-12-10-26-24-16-6-2-0-30-8-14-36-18-4-22-21-29-19-27-31-25-39-11-9-7-1-13-33-35-23-15-3-17-5-37,56bfd1e62ace1007,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,40,S3R34N32INF_N40_B07_sentinel,R33_N40_C01348,N40_R33_N40_C01348_sentinel_control,sentinel_control,even_odd,sentinel_control,,0.5932866832122194,0.6123724004231864,-2.6653323069214823,0.5126550802315945,0.07356868461641297,0.019085717210966968,0.258974358974359,S3B20_N40_B05_surrogate_top,True,True,"[6,34,28,22,10,20,26,30,16,18,36,12,14,24,38,0,4,2,8,32,35,33,7,23,39,19,5,11,31,29,1,15,17,37,3,9,13,21,27,25]",6-34-28-22-10-20-26-30-16-18-36-12-14-24-38-0-4-2-8-32-35-33-7-23-39-19-5-11-31-29-1-15-17-37-3-9-13-21-27-25,01903efea4d8a963,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,40,S3R34N32INF_N40_B08_n40_best_near,R33_N40_C00914,N40_R33_N40_C00914_N40_new_best_neighborhood,N40_new_best_neighborhood,known_best_mutation,N40_new_best_neighborhood,,0.8233633945280788,0.7823715856684166,-1.9988651260733605,0.6538788969352196,0.04666902758441301,0.04099180885966225,0.007692307692307693,N40_A04_method_c_u2_first_engineering,True,True,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,38,36,34,32,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-38-36-34-32-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,9d1784d70d5b84be,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,40,S3R34N32INF_N40_B09_n40_best_near,R33_N40_C01298,N40_R33_N40_C01298_N40_new_best_neighborhood,N40_new_best_neighborhood,known_best_mutation,N40_new_best_neighborhood,,0.7719155255100897,0.7077403965098801,-2.0770581275224687,0.6304607109705451,0.07946431786884646,0.06417512900020961,0.21025641025641026,N40_A13_graph_pointer_policy_anti_odd_even_novelty,True,True,"[3,5,7,9,30,32,34,36,38,28,26,24,22,20,18,16,14,12,10,8,6,4,2,0,1,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39]",3-5-7-9-30-32-34-36-38-28-26-24-22-20-18-16-14-12-10-8-6-4-2-0-1-11-13-15-17-19-21-23-25-27-29-31-33-35-37-39,0aa79fbe62a33062,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,40,S3R34N32INF_N40_B10_n40_best_near,R33_N40_C00352,N40_R33_N40_C00352_N40_new_best_neighborhood,N40_new_best_neighborhood,known_best_mutation,N40_new_best_neighborhood,,0.7915663553826806,0.7641637695599306,-2.0260920092463492,0.6314012454720447,0.04614192236972211,0.027402585822750014,0.0038461538461538464,S3R24L64_N40_B23_exploitation_reference,True,True,"[4,2,0,6,8,10,12,14,16,18,20,38,36,34,32,30,28,26,24,22,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",4-2-0-6-8-10-12-14-16-18-20-38-36-34-32-30-28-26-24-22-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,4d055832f3b55fd0,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,40,S3R34N32INF_N40_B11_n40_best_near,R33_N40_C00528,N40_R33_N40_C00528_N40_new_best_neighborhood,N40_new_best_neighborhood,known_best_mutation,N40_new_best_neighborhood,,0.783947051747248,0.7568420707055599,-2.052211855351925,0.6292702677239895,0.050427177404592516,0.027104981041688125,0.038461538461538464,S3B20_N40_B04_surrogate_top,True,True,"[16,14,12,10,8,6,4,2,0,18,20,22,24,26,28,30,32,34,36,38,19,17,15,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",16-14-12-10-8-6-4-2-0-18-20-22-24-26-28-30-32-34-36-38-19-17-15-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,b6ff798caa72e455,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
run_34_run33_N32_informed_native_batch32_handoff_package,N32_informed_native_batch32,stage3_run34_N32_informed_native_batch32_v01,40,S3R34N32INF_N40_B12_n40_best_near,R33_N40_C00369,N40_R33_N40_C00369_N40_new_best_neighborhood,N40_new_best_neighborhood,known_best_mutation,N40_new_best_neighborhood,,0.750182309299691,0.7178609981082906,-2.093112535774708,0.6277041662841175,0.056386466422148104,0.03232131119140036,0.3,N40_A13_graph_pointer_policy_anti_odd_even_novelty,True,True,"[9,11,13,15,17,19,22,24,26,28,30,32,34,36,38,20,18,16,14,12,10,8,6,4,2,0,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",9-11-13-15-17-19-22-24-26-28-30-32-34-36-38-20-18-16-14-12-10-8-6-4-2-0-7-5-3-1-21-23-25-27-29-31-33-35-37-39,6fce9d27a14e11c7,False,NOT_RUN,Run34 handoff only. N32-informed native-N candidate is not teacher-validated.
