n,order_json,order_compact,order_hash,ppo_v03_checkpoint,ppo_seed,rollout_seed,ppo_generation_mode,predicted_lex_primary_score,predicted_u2_guarded_score,predicted_record_seeking_score,top25_probability,final_v03_score,terminal_reward,surfaceT_only_false_positive_penalty,novelty_vs_combined552,novelty_vs_v01,novelty_vs_v02K2,duplicate_vs_combined552,duplicate_vs_v01,duplicate_vs_v02K2,candidate_source,teacher_validated,abaqus_validated,mean_abs_jump,max_abs_jump,adjacent_fraction,parity_switch_fraction,early_center_bias,early_edge_bias,early_spread_proxy,q1_spread,q2_spread,q3_spread,q4_spread
24,"[21,18,19,17,16,14,23,11,22,15,20,13,10,12,8,9,6,5,7,1,0,4,2,3]","21,18,19,17,16,14,23,11,22,15,20,13,10,12,8,9,6,5,7,1,0,4,2,3",2e8b6577cae8cc17,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921265,stochastic,0.7018480564825909,0.1876843278141486,0.3457413259734119,0.3047530530773132,0.3119882648311402,0.3098177013049921,0.2,20,23,21,False,False,False,PPO_v03_checkpoint_inference,False,False,3.9130434782608696,12.0,0.2608695652173913,0.6086956521739131,0.5217391304347826,0.47826086956521735,0.30434782608695654,0.30434782608695654,0.5217391304347826,0.30434782608695654,0.30434782608695654
24,"[17,19,18,22,23,21,12,20,13,16,15,7,10,8,14,9,11,4,2,6,0,3,5,1]","17,19,18,22,23,21,12,20,13,16,15,7,10,8,14,9,11,4,2,6,0,3,5,1",3f1ac4ae1eb23d42,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921266,stochastic,0.6805538406638663,0.23415032046029524,0.3186456909902929,0.2826871077375815,0.5104419696354375,0.44211551106608066,0.0,20,20,22,False,False,False,PPO_v03_checkpoint_inference,False,False,4.0,9.0,0.13043478260869565,0.43478260869565216,0.7391304347826088,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.5652173913043478,0.43478260869565216,0.2608695652173913
24,"[11,17,21,23,19,12,20,16,18,14,22,13,7,9,10,15,8,6,4,5,2,1,3,0]","11,17,21,23,19,12,20,16,18,14,22,13,7,9,10,15,8,6,4,5,2,1,3,0",2412cb33a822a89d,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921267,stochastic,0.669746352090571,0.2487578660222169,0.3046080787105627,0.23394313224423427,0.506935978932064,0.425038124925715,0.0,18,22,23,False,False,False,PPO_v03_checkpoint_inference,False,False,4.043478260869565,9.0,0.13043478260869565,0.391304347826087,0.5072463768115942,0.49275362318840576,0.5217391304347826,0.5217391304347826,0.391304347826087,0.391304347826087,0.21739130434782608
24,"[17,18,19,22,21,23,20,16,14,12,15,11,10,9,13,8,7,6,4,5,2,1,3,0]","17,18,19,22,21,23,20,16,14,12,15,11,10,9,13,8,7,6,4,5,2,1,3,0",947e70964151b17d,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921268,stochastic,0.6937416897418535,0.2181372507799123,0.3599285226846139,0.32919236787745015,0.5176790413475472,0.46113303930651806,0.0,19,21,23,False,False,False,PPO_v03_checkpoint_inference,False,False,2.217391304347826,5.0,0.391304347826087,0.6521739130434783,0.7391304347826088,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.391304347826087,0.30434782608695654,0.21739130434782608
24,"[18,21,22,15,19,20,23,17,16,14,10,9,13,12,11,5,4,6,0,7,8,2,3,1]","18,21,22,15,19,20,23,17,16,14,10,9,13,12,11,5,4,6,0,7,8,2,3,1",b9aeb37232bad763,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921269,stochastic,0.7120463848057951,0.2081314215454903,0.3422745004019905,0.2867383994694834,0.3238947073873231,0.3127478150119712,0.2,20,21,24,False,False,False,PPO_v03_checkpoint_inference,False,False,3.0869565217391304,7.0,0.391304347826087,0.5652173913043478,0.6666666666666666,0.3333333333333333,0.30434782608695654,0.30434782608695654,0.6086956521739131,0.391304347826087,0.34782608695652173
24,"[23,21,19,16,9,17,15,20,18,14,22,13,12,10,11,8,2,1,6,3,4,5,7,0]","23,21,19,16,9,17,15,20,18,14,22,13,12,10,11,8,2,1,6,3,4,5,7,0",b2041a23564fa0cd,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921270,stochastic,0.7380607194408068,0.27892447874061577,0.35764339262412725,0.31712840104135526,0.3622781145490815,0.3487332004967636,0.2,19,23,23,False,False,False,PPO_v03_checkpoint_inference,False,False,3.6956521739130435,9.0,0.21739130434782608,0.5652173913043478,0.5942028985507247,0.4057971014492754,0.6086956521739131,0.6086956521739131,0.391304347826087,0.4782608695652174,0.30434782608695654
24,"[19,21,16,17,23,14,22,20,18,15,12,10,8,13,11,7,9,2,4,5,3,6,1,0]","19,21,16,17,23,14,22,20,18,15,12,10,8,13,11,7,9,2,4,5,3,6,1,0",0c9b440e3bc03671,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921271,stochastic,0.703511774289463,0.2017123055153055,0.34891459104118033,0.3450264554968595,0.31751221533238744,0.32576648738172903,0.2,20,23,22,False,False,False,PPO_v03_checkpoint_inference,False,False,3.4347826086956523,9.0,0.13043478260869565,0.4782608695652174,0.5942028985507246,0.4057971014492754,0.391304347826087,0.391304347826087,0.5217391304347826,0.4782608695652174,0.2608695652173913
24,"[21,17,19,23,18,22,14,20,16,15,8,12,13,9,10,11,7,6,5,4,2,3,0,1]","21,17,19,23,18,22,14,20,16,15,8,12,13,9,10,11,7,6,5,4,2,3,0,1",3dbb2488ca7c6c55,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921272,stochastic,0.6549272269906197,0.22529678696576913,0.3260347635393546,0.2925383760606896,0.493148848638038,0.43296570686483343,0.0,19,24,21,False,False,False,PPO_v03_checkpoint_inference,False,False,3.0434782608695654,8.0,0.391304347826087,0.5217391304347826,0.7391304347826085,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.5217391304347826,0.30434782608695654,0.21739130434782608
24,"[23,22,21,17,19,18,20,15,16,8,10,13,14,11,12,9,4,5,7,6,2,3,1,0]","23,22,21,17,19,18,20,15,16,8,10,13,14,11,12,9,4,5,7,6,2,3,1,0",0b16744bf6ae81d3,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921273,stochastic,0.7022916403459776,0.2138158448705047,0.3300295615822124,0.28692279235889645,0.31852269382695914,0.3090427233865403,0.2,17,23,23,False,False,False,PPO_v03_checkpoint_inference,False,False,2.391304347826087,8.0,0.43478260869565216,0.6521739130434783,0.7391304347826088,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.5217391304347826,0.43478260869565216,0.30434782608695654
24,"[19,17,16,18,21,15,20,23,13,10,22,14,5,12,9,8,11,6,2,4,3,7,1,0]","19,17,16,18,21,15,20,23,13,10,22,14,5,12,9,8,11,6,2,4,3,7,1,0",e7fc665abcf33ec4,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921274,stochastic,0.6057591838515965,0.1865918022903842,0.29586423525169747,0.27191613373782403,0.4490194745232429,0.3958884722876172,0.0,17,21,23,False,False,False,PPO_v03_checkpoint_inference,False,False,4.391304347826087,12.0,0.17391304347826086,0.5652173913043478,0.5362318840579711,0.463768115942029,0.2608695652173913,0.2608695652173913,0.5652173913043478,0.30434782608695654,0.30434782608695654
24,"[19,21,22,13,20,23,17,18,15,14,16,10,12,11,8,7,9,5,2,0,6,3,4,1]","19,21,22,13,20,23,17,18,15,14,16,10,12,11,8,7,9,5,2,0,6,3,4,1",24b6159c89cf22af,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921275,stochastic,0.7373332069631753,0.21353502165450822,0.3322010084370876,0.2971229700643177,0.33968053151796634,0.32691326308187174,0.2,20,23,24,False,False,False,PPO_v03_checkpoint_inference,False,False,3.130434782608696,9.0,0.2608695652173913,0.6086956521739131,0.7101449275362319,0.2898550724637681,0.43478260869565216,0.43478260869565216,0.34782608695652173,0.30434782608695654,0.2608695652173913
24,"[17,23,19,21,16,20,18,22,15,14,10,11,12,9,6,7,8,13,4,0,1,2,3,5]","17,23,19,21,16,20,18,22,15,14,10,11,12,9,6,7,8,13,4,0,1,2,3,5",a3b33a9c4e9669dd,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921276,stochastic,0.6522008908047408,0.22836614807519334,0.33025117572586316,0.28931123542010634,0.49285549647798876,0.43179221816062396,0.0,20,23,24,False,False,False,PPO_v03_checkpoint_inference,False,False,3.130434782608696,9.0,0.34782608695652173,0.6086956521739131,0.681159420289855,0.31884057971014496,0.30434782608695654,0.30434782608695654,0.5217391304347826,0.30434782608695654,0.21739130434782608
24,"[23,19,21,16,17,20,22,18,13,14,15,12,11,9,10,8,7,0,2,4,1,6,5,3]","23,19,21,16,17,20,22,18,13,14,15,12,11,9,10,8,7,0,2,4,1,6,5,3",9a1a0acb348f0abc,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921277,stochastic,0.6543640890721316,0.2329255312954025,0.3218905868690639,0.2890871864826948,0.4946851715188061,0.4330057760079727,0.0,16,22,22,False,False,False,PPO_v03_checkpoint_inference,False,False,2.608695652173913,7.0,0.30434782608695654,0.6086956521739131,0.681159420289855,0.31884057971014496,0.30434782608695654,0.30434782608695654,0.43478260869565216,0.4782608695652174,0.21739130434782608
24,"[17,21,18,19,20,22,23,12,14,7,2,11,16,15,10,13,8,4,5,9,6,0,1,3]","17,21,18,19,20,22,23,12,14,7,2,11,16,15,10,13,8,4,5,9,6,0,1,3",f772e6db24257d48,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921278,stochastic,0.5930746768470367,0.22328812840388954,0.3045536156618382,0.2667774632141779,0.45328660619557276,0.3973338633011543,0.0,20,22,23,False,False,False,PPO_v03_checkpoint_inference,False,False,3.739130434782609,11.0,0.2608695652173913,0.6956521739130435,0.6956521739130433,0.3043478260869565,0.21739130434782608,0.21739130434782608,0.9130434782608695,0.5217391304347826,0.391304347826087
24,"[21,11,17,23,19,16,18,12,20,15,14,13,22,9,6,10,8,5,0,2,7,1,4,3]","21,11,17,23,19,16,18,12,20,15,14,13,22,9,6,10,8,5,0,2,7,1,4,3",c611059a7b1eb121,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921279,stochastic,0.37109170537766,0.15110507940128406,0.1273389103352089,0.25488259469066266,0.2807204380805021,0.2729690850635503,0.0,20,23,21,False,False,False,PPO_v03_checkpoint_inference,False,False,4.695652173913044,13.0,0.13043478260869565,0.5217391304347826,0.5652173913043478,0.43478260869565216,0.5217391304347826,0.5217391304347826,0.34782608695652173,0.7391304347826086,0.30434782608695654
24,"[21,23,16,17,14,19,18,15,13,10,20,22,12,9,8,2,11,4,7,3,0,1,6,5]","21,23,16,17,14,19,18,15,13,10,20,22,12,9,8,2,11,4,7,3,0,1,6,5",4955ad8b601970a1,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921280,stochastic,0.6624783819596656,0.190344278499966,0.3303012962370873,0.3253710479152113,0.4876204423494978,0.43894562401921183,0.0,20,22,21,False,False,False,PPO_v03_checkpoint_inference,False,False,4.0,10.0,0.21739130434782608,0.6956521739130435,0.5942028985507246,0.4057971014492754,0.391304347826087,0.391304347826087,0.5217391304347826,0.43478260869565216,0.30434782608695654
24,"[22,21,18,19,23,17,15,12,14,20,7,16,11,8,9,10,13,4,3,2,6,5,0,1]","22,21,18,19,23,17,15,12,14,20,7,16,11,8,9,10,13,4,3,2,6,5,0,1",2d0fb49523557363,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921281,stochastic,0.6866763931001676,0.21884010505389445,0.32465849464352736,0.2801932826057041,0.5101237168406216,0.4411445865701463,0.0,21,22,22,False,False,False,PPO_v03_checkpoint_inference,False,False,3.6956521739130435,13.0,0.34782608695652173,0.7391304347826086,0.7391304347826088,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.5652173913043478,0.391304347826087,0.2608695652173913
24,"[19,17,23,22,16,21,18,13,20,10,12,14,15,9,11,0,6,3,5,4,2,7,8,1]","19,17,23,22,16,21,18,13,20,10,12,14,15,9,11,0,6,3,5,4,2,7,8,1",7a395b5ec02c6ffa,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921282,stochastic,0.6536159275668532,0.21702548491611923,0.2821403047396117,0.29224088700705114,0.4854912324889088,0.42751612884435153,0.0,20,22,23,False,False,False,PPO_v03_checkpoint_inference,False,False,4.173913043478261,11.0,0.17391304347826086,0.5217391304347826,0.7101449275362319,0.2898550724637681,0.30434782608695654,0.30434782608695654,0.43478260869565216,0.6521739130434783,0.30434782608695654
24,"[21,17,20,16,18,19,12,23,22,14,9,10,13,11,15,7,2,8,6,4,0,3,5,1]","21,17,20,16,18,19,12,23,22,14,9,10,13,11,15,7,2,8,6,4,0,3,5,1",c18e9cc658baae36,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921283,stochastic,0.679373863083692,0.2326439016327724,0.3177083967380843,0.2945256917113228,0.5091883280138554,0.4447895371230956,0.0,20,22,22,False,False,False,PPO_v03_checkpoint_inference,False,False,4.0,11.0,0.13043478260869565,0.43478260869565216,0.6086956521739131,0.3913043478260869,0.21739130434782608,0.21739130434782608,0.6086956521739131,0.5652173913043478,0.2608695652173913
24,"[21,17,19,23,20,16,18,14,22,15,13,10,11,6,7,9,5,1,4,2,12,8,0,3]","21,17,19,23,20,16,18,14,22,15,13,10,11,6,7,9,5,1,4,2,12,8,0,3",26579378502d3d46,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921284,stochastic,0.7005873894266323,0.25269072754223026,0.3298369148814127,0.2879587706920883,0.3291433434067897,0.31678797159237926,0.2,19,23,20,False,False,False,PPO_v03_checkpoint_inference,False,False,3.9130434782608696,10.0,0.08695652173913043,0.34782608695652173,0.681159420289855,0.31884057971014496,0.30434782608695654,0.30434782608695654,0.5217391304347826,0.43478260869565216,0.5217391304347826
24,"[23,21,17,19,22,20,18,16,13,12,14,15,10,9,11,8,0,5,7,2,4,1,3,6]","23,21,17,19,22,20,18,16,13,12,14,15,10,9,11,8,0,5,7,2,4,1,3,6",c5aa1303e0f75254,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921285,stochastic,0.6902960095676429,0.24622824851534258,0.33335056577296324,0.28063976565848653,0.5213811368724849,0.44915872550828534,0.0,20,22,22,False,False,False,PPO_v03_checkpoint_inference,False,False,2.8260869565217392,8.0,0.13043478260869565,0.4782608695652174,0.7681159420289855,0.2318840579710145,0.2608695652173913,0.2608695652173913,0.2608695652173913,0.4782608695652174,0.2608695652173913
24,"[18,23,17,21,15,19,14,22,20,10,16,13,12,11,9,8,4,7,5,2,6,0,3,1]","18,23,17,21,15,19,14,22,20,10,16,13,12,11,9,8,4,7,5,2,6,0,3,1",b12e33867639d3c5,E:\Projects\RL-LAM-ScanOpt\outputs\stage3_ppo_rl_lam_fea_addendum_v03_lex_primary_N24_N40\ppo_training_v03\checkpoints\N24_seed20260627_maskable_ppo_v03.zip,20260627,42921286,stochastic,0.7802750855139147,0.2582487629751537,0.3662464122757696,0.3384182832714244,0.38226432142847183,0.3691105099813576,0.2,21,22,23,False,False,False,PPO_v03_checkpoint_inference,False,False,3.9565217391304346,10.0,0.13043478260869565,0.391304347826087,0.6376811594202899,0.36231884057971014,0.34782608695652173,0.34782608695652173,0.5217391304347826,0.34782608695652173,0.2608695652173913
