"path","git_status","category","recommended_action","extension","size_bytes","tracked","untracked","ignored","relative_path_length","absolute_path_length"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B011_quality/J2D_PPOFINAL_N12_B011_quality.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","137","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B011_quality/J2D_PPOFINAL_N12_B011_quality_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","4526","False","True","False","171","198"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B011_quality/scan_order_PPOFINAL_N12_B011_quality.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1430","False","True","False","156","183"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B012_diversity/J2D_PPOFINAL_N12_B012_diversity.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","45984","False","True","False","152","179"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B012_diversity/J2D_PPOFINAL_N12_B012_diversity.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","139","False","True","False","152","179"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B012_diversity/J2D_PPOFINAL_N12_B012_diversity_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","4538","False","True","False","175","202"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B012_diversity/scan_order_PPOFINAL_N12_B012_diversity.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1448","False","True","False","160","187"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B013_diversity/J2D_PPOFINAL_N12_B013_diversity.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","45984","False","True","False","152","179"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B013_diversity/J2D_PPOFINAL_N12_B013_diversity.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","139","False","True","False","152","179"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B013_diversity/J2D_PPOFINAL_N12_B013_diversity_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","4538","False","True","False","175","202"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B013_diversity/scan_order_PPOFINAL_N12_B013_diversity.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1432","False","True","False","160","187"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B014_diversity/J2D_PPOFINAL_N12_B014_diversity.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","45984","False","True","False","152","179"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B014_diversity/J2D_PPOFINAL_N12_B014_diversity.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","139","False","True","False","152","179"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B014_diversity/J2D_PPOFINAL_N12_B014_diversity_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","4538","False","True","False","175","202"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B014_diversity/scan_order_PPOFINAL_N12_B014_diversity.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1434","False","True","False","160","187"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B015_diversity/J2D_PPOFINAL_N12_B015_diversity.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","45984","False","True","False","152","179"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B015_diversity/J2D_PPOFINAL_N12_B015_diversity.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","139","False","True","False","152","179"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B015_diversity/J2D_PPOFINAL_N12_B015_diversity_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","4538","False","True","False","175","202"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B015_diversity/scan_order_PPOFINAL_N12_B015_diversity.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1449","False","True","False","160","187"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B016_diversity/J2D_PPOFINAL_N12_B016_diversity.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","45984","False","True","False","152","179"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B016_diversity/J2D_PPOFINAL_N12_B016_diversity.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","139","False","True","False","152","179"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B016_diversity/J2D_PPOFINAL_N12_B016_diversity_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","4538","False","True","False","175","202"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N12/PPOFINAL_N12_B016_diversity/scan_order_PPOFINAL_N12_B016_diversity.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1447","False","True","False","160","187"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B017_quality/J2D_PPOFINAL_N16_B017_quality.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58870","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B017_quality/J2D_PPOFINAL_N16_B017_quality.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","137","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B017_quality/J2D_PPOFINAL_N16_B017_quality_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","5518","False","True","False","171","198"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B017_quality/scan_order_PPOFINAL_N16_B017_quality.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1538","False","True","False","156","183"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B018_quality/J2D_PPOFINAL_N16_B018_quality.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58870","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B018_quality/J2D_PPOFINAL_N16_B018_quality.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","137","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B018_quality/J2D_PPOFINAL_N16_B018_quality_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","5518","False","True","False","171","198"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B018_quality/scan_order_PPOFINAL_N16_B018_quality.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1496","False","True","False","156","183"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B019_quality/J2D_PPOFINAL_N16_B019_quality.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58870","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B019_quality/J2D_PPOFINAL_N16_B019_quality.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","137","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B019_quality/J2D_PPOFINAL_N16_B019_quality_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","5518","False","True","False","171","198"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B019_quality/scan_order_PPOFINAL_N16_B019_quality.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1538","False","True","False","156","183"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B020_quality/J2D_PPOFINAL_N16_B020_quality.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58870","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B020_quality/J2D_PPOFINAL_N16_B020_quality.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","137","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B020_quality/J2D_PPOFINAL_N16_B020_quality_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","5518","False","True","False","171","198"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B020_quality/scan_order_PPOFINAL_N16_B020_quality.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1513","False","True","False","156","183"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B021_quality/J2D_PPOFINAL_N16_B021_quality.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58870","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B021_quality/J2D_PPOFINAL_N16_B021_quality.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","137","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B021_quality/J2D_PPOFINAL_N16_B021_quality_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","5518","False","True","False","171","198"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B021_quality/scan_order_PPOFINAL_N16_B021_quality.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1542","False","True","False","156","183"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B022_quality/J2D_PPOFINAL_N16_B022_quality.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58870","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B022_quality/J2D_PPOFINAL_N16_B022_quality.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","137","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B022_quality/J2D_PPOFINAL_N16_B022_quality_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","5518","False","True","False","171","198"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B022_quality/scan_order_PPOFINAL_N16_B022_quality.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1542","False","True","False","156","183"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B023_quality/J2D_PPOFINAL_N16_B023_quality.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58870","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B023_quality/J2D_PPOFINAL_N16_B023_quality.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","137","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B023_quality/J2D_PPOFINAL_N16_B023_quality_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","5518","False","True","False","171","198"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B023_quality/scan_order_PPOFINAL_N16_B023_quality.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1495","False","True","False","156","183"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B024_quality/J2D_PPOFINAL_N16_B024_quality.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58870","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B024_quality/J2D_PPOFINAL_N16_B024_quality.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","137","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B024_quality/J2D_PPOFINAL_N16_B024_quality_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","5518","False","True","False","171","198"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B024_quality/scan_order_PPOFINAL_N16_B024_quality.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1538","False","True","False","156","183"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B025_quality/J2D_PPOFINAL_N16_B025_quality.inp","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".inp","58870","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B025_quality/J2D_PPOFINAL_N16_B025_quality.jnl","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".jnl","137","False","True","False","148","175"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B025_quality/J2D_PPOFINAL_N16_B025_quality_stageU_generation_log.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","5518","False","True","False","171","198"
"cae_model/stage3_ppo_final_expansion_224_to_320_batch224_v01/final_expansion_batch01/N16/PPOFINAL_N16_B025_quality/scan_order_PPOFINAL_N16_B025_quality.json","??","Abaqus_and_solver_files","DO_NOT_COMMIT",".json","1494","False","True","False","156","183"
