n,handoff_strategy_name,inp_path,exists,size_bytes,node_section_exists,element_section_exists,node_entry_count,element_entry_count,scan_sequence_complete,cool_sequence_complete,step_final_cooling_exists,final_cooling_after_last_cool,final_cooling_controls_visible,heat_flux_entries_exist,all_expected_heat_sets_present,heat_order_text_verified,heat_order_note,solver_output_count,verdict,notes
16,S3R24L64_N16_B03_model_disagreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N16S3R24L64_N16_B03_model_disagreement\J2D_S3R24L64_N16_B03_model_disagreement.inp,True,58880,True,True,511,432,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
16,S3R24L64_N16_B04_uncertainty_calibration,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N16S3R24L64_N16_B04_uncertainty_calibration\J2D_S3R24L64_N16_B04_uncertainty_calibration.inp,True,58885,True,True,511,432,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
16,S3R24L64_N16_B05_diversity_coverage,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N16S3R24L64_N16_B05_diversity_coverage\J2D_S3R24L64_N16_B05_diversity_coverage.inp,True,58880,True,True,511,432,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
16,S3R24L64_N16_B06_tradeoff_probe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N16S3R24L64_N16_B06_tradeoff_probe\J2D_S3R24L64_N16_B06_tradeoff_probe.inp,True,58876,True,True,511,432,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
16,S3R24L64_N16_B07_sentinel_control,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N16S3R24L64_N16_B07_sentinel_control\J2D_S3R24L64_N16_B07_sentinel_control.inp,True,58878,True,True,511,432,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
16,S3R24L64_N16_B08_exploitation_reference,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N16S3R24L64_N16_B08_exploitation_reference\J2D_S3R24L64_N16_B08_exploitation_reference.inp,True,58884,True,True,511,432,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B01_top_region,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B01_top_region\J2D_S3R24L64_N24_B01_top_region.inp,True,84572,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B02_top_region,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B02_top_region\J2D_S3R24L64_N24_B02_top_region.inp,True,84572,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B03_top_region,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B03_top_region\J2D_S3R24L64_N24_B03_top_region.inp,True,84572,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B04_top_region,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B04_top_region\J2D_S3R24L64_N24_B04_top_region.inp,True,84572,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B05_top_region,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B05_top_region\J2D_S3R24L64_N24_B05_top_region.inp,True,84572,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B06_model_disagreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B06_model_disagreement\J2D_S3R24L64_N24_B06_model_disagreement.inp,True,84580,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B07_model_disagreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B07_model_disagreement\J2D_S3R24L64_N24_B07_model_disagreement.inp,True,84580,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B08_model_disagreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B08_model_disagreement\J2D_S3R24L64_N24_B08_model_disagreement.inp,True,84580,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B09_model_disagreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B09_model_disagreement\J2D_S3R24L64_N24_B09_model_disagreement.inp,True,84580,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B10_uncertainty_calibration,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B10_uncertainty_calibration\J2D_S3R24L64_N24_B10_uncertainty_calibration.inp,True,84585,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B11_uncertainty_calibration,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B11_uncertainty_calibration\J2D_S3R24L64_N24_B11_uncertainty_calibration.inp,True,84585,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B12_uncertainty_calibration,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B12_uncertainty_calibration\J2D_S3R24L64_N24_B12_uncertainty_calibration.inp,True,84585,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B13_uncertainty_calibration,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B13_uncertainty_calibration\J2D_S3R24L64_N24_B13_uncertainty_calibration.inp,True,84585,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B14_diversity_coverage,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B14_diversity_coverage\J2D_S3R24L64_N24_B14_diversity_coverage.inp,True,84580,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B15_diversity_coverage,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B15_diversity_coverage\J2D_S3R24L64_N24_B15_diversity_coverage.inp,True,84580,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B16_diversity_coverage,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B16_diversity_coverage\J2D_S3R24L64_N24_B16_diversity_coverage.inp,True,84580,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B17_diversity_coverage,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B17_diversity_coverage\J2D_S3R24L64_N24_B17_diversity_coverage.inp,True,84580,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B18_tradeoff_probe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B18_tradeoff_probe\J2D_S3R24L64_N24_B18_tradeoff_probe.inp,True,84576,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B19_tradeoff_probe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B19_tradeoff_probe\J2D_S3R24L64_N24_B19_tradeoff_probe.inp,True,84576,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B20_tradeoff_probe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B20_tradeoff_probe\J2D_S3R24L64_N24_B20_tradeoff_probe.inp,True,84576,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B21_sentinel_control,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B21_sentinel_control\J2D_S3R24L64_N24_B21_sentinel_control.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B22_sentinel_control,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B22_sentinel_control\J2D_S3R24L64_N24_B22_sentinel_control.inp,True,84578,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B23_exploitation_reference,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B23_exploitation_reference\J2D_S3R24L64_N24_B23_exploitation_reference.inp,True,84584,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
24,S3R24L64_N24_B24_exploitation_reference,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N24S3R24L64_N24_B24_exploitation_reference\J2D_S3R24L64_N24_B24_exploitation_reference.inp,True,84584,True,True,735,624,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B01_top_region,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B01_top_region\J2D_S3R24L64_N40_B01_top_region.inp,True,137899,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B02_top_region,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B02_top_region\J2D_S3R24L64_N40_B02_top_region.inp,True,137899,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B03_top_region,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B03_top_region\J2D_S3R24L64_N40_B03_top_region.inp,True,137899,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B04_top_region,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B04_top_region\J2D_S3R24L64_N40_B04_top_region.inp,True,137899,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B05_top_region,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B05_top_region\J2D_S3R24L64_N40_B05_top_region.inp,True,137899,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B06_model_disagreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B06_model_disagreement\J2D_S3R24L64_N40_B06_model_disagreement.inp,True,137907,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B07_model_disagreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B07_model_disagreement\J2D_S3R24L64_N40_B07_model_disagreement.inp,True,137907,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B08_model_disagreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B08_model_disagreement\J2D_S3R24L64_N40_B08_model_disagreement.inp,True,137907,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B09_model_disagreement,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B09_model_disagreement\J2D_S3R24L64_N40_B09_model_disagreement.inp,True,137907,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B10_uncertainty_calibration,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B10_uncertainty_calibration\J2D_S3R24L64_N40_B10_uncertainty_calibration.inp,True,137912,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B11_uncertainty_calibration,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B11_uncertainty_calibration\J2D_S3R24L64_N40_B11_uncertainty_calibration.inp,True,137912,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B12_uncertainty_calibration,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B12_uncertainty_calibration\J2D_S3R24L64_N40_B12_uncertainty_calibration.inp,True,137912,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B13_uncertainty_calibration,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B13_uncertainty_calibration\J2D_S3R24L64_N40_B13_uncertainty_calibration.inp,True,137912,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B14_diversity_coverage,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B14_diversity_coverage\J2D_S3R24L64_N40_B14_diversity_coverage.inp,True,137907,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B15_diversity_coverage,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B15_diversity_coverage\J2D_S3R24L64_N40_B15_diversity_coverage.inp,True,137907,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B16_diversity_coverage,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B16_diversity_coverage\J2D_S3R24L64_N40_B16_diversity_coverage.inp,True,137907,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B17_diversity_coverage,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B17_diversity_coverage\J2D_S3R24L64_N40_B17_diversity_coverage.inp,True,137907,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B18_tradeoff_probe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B18_tradeoff_probe\J2D_S3R24L64_N40_B18_tradeoff_probe.inp,True,137903,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B19_tradeoff_probe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B19_tradeoff_probe\J2D_S3R24L64_N40_B19_tradeoff_probe.inp,True,137903,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B20_tradeoff_probe,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B20_tradeoff_probe\J2D_S3R24L64_N40_B20_tradeoff_probe.inp,True,137903,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B21_sentinel_control,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B21_sentinel_control\J2D_S3R24L64_N40_B21_sentinel_control.inp,True,137905,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B22_sentinel_control,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B22_sentinel_control\J2D_S3R24L64_N40_B22_sentinel_control.inp,True,137905,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B23_exploitation_reference,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B23_exploitation_reference\J2D_S3R24L64_N40_B23_exploitation_reference.inp,True,137911,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
40,S3R24L64_N40_B24_exploitation_reference,E:\Projects\RL-LAM-ScanOpt\cae_model\stage3_run24_shortlist64_active_learning_calibration_v01\N40S3R24L64_N40_B24_exploitation_reference\J2D_S3R24L64_N40_B24_exploitation_reference.inp,True,137911,True,True,1183,1008,True,True,True,True,True,True,True,True,observed order matches scan_order,0,PASS,
