run_id,batch_option,batch_name,n,handoff_strategy_name,original_run23_candidate_id,original_run23_strategy_name,candidate_family,candidate_source,generation_method,selection_bucket,priority_role,pred_reward_ET_F01,pred_reward_Ridge_F03,pred_reward_Ridge_F06,pred_reward_ET_F04,pred_reward_ET_F05,model_prediction_mean,model_prediction_std,pred_uncertainty_ET_F01_std,disagreement_ET_F01_vs_Ridge_F03,disagreement_ET_F01_vs_Ridge_F06,novelty_distance_to_combined108,nearest_existing_teacher_strategy,predicted_gap_vs_combined108_best,order_json,order_compact,order_hash,teacher_validated,teacher_validation_status,notes
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,16,S3R24L64_N16_B03_model_disagreement,R23_N16_C00314,N16_R23_N16_C00314_teacher_best_local_search,teacher_best_local_search,combined108_known_best_mutation,swap_two_positions_088,model_disagreement,diversity,0.7714557205189702,0.22503808410532927,0.20699001493573632,0.2671656924022786,0.2672484390010545,0.34757959019267376,0.21324742064329458,0.037428265083309716,0.5464176364136408,0.5644657055832338,0.025,S3R19B28_N16_B04_method_c_inspired,-0.0839790620897255,"[0,2,4,6,8,14,12,10,9,5,3,1,7,11,13,15]",0-2-4-6-8-14-12-10-9-5-3-1-7-11-13-15,7b1f9abab4fd9007,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,16,S3R24L64_N16_B04_uncertainty_calibration,R23_N16_C00645,N16_R23_N16_C00645_known_best_mutation,known_best_mutation,combined108_known_best_mutation,swap_early_late_blocks_059,uncertainty_calibration,tradeoff,0.46498090949423027,0.2699949765839535,0.25072221873048384,0.15921739350523836,0.15577465691228073,0.26013803104523736,0.11244830873789441,0.23758383088991486,0.19498593291027677,0.21425869076374643,0.225,S3B20_N16_B04_surrogate_top,-0.3904538731144654,"[0,2,3,5,8,14,12,10,7,1,4,6,9,11,13,15]",0-2-3-5-8-14-12-10-7-1-4-6-9-11-13-15,6f7864c0c7e0a04d,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,16,S3R24L64_N16_B05_diversity_coverage,R23_N16_C00607,N16_R23_N16_C00607_known_best_mutation,known_best_mutation,combined108_known_best_mutation,swap_early_late_blocks_203,diversity_coverage,diversity,0.5537552301757586,0.24779408683546011,0.2314690553439548,0.21850189929443004,0.20992701213407816,0.29228945675673634,0.1313556133269714,0.19172015150442787,0.30596114334029845,0.3222861748318038,0.43333333333333335,S3R19B28_N16_B01_surrogate_top,-0.3016795524329371,"[13,15,4,6,10,12,14,8,7,5,3,1,9,11,0,2]",13-15-4-6-10-12-14-8-7-5-3-1-9-11-0-2,fdcb8720ecd084d8,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,16,S3R24L64_N16_B06_tradeoff_probe,R23_N16_C00612,N16_R23_N16_C00612_known_best_mutation,known_best_mutation,combined108_known_best_mutation,biased_random_perturbation_223,tradeoff_probe,diversity,0.41756196633561865,0.215825572635824,0.1961944132930682,0.13020101355633262,0.1365798193076514,0.21927255702569898,0.10453229260982072,0.09038118609703315,0.20173639369979465,0.22136755304255046,0.3416666666666667,N16_A12_graph_pointer_policy_diverse_02,-0.437872816273077,"[12,13,4,11,2,9,14,5,10,1,8,7,6,15,0,3]",12-13-4-11-2-9-14-5-10-1-8-7-6-15-0-3,f57a092a90bfb679,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,16,S3R24L64_N16_B07_sentinel_control,R23_N16_C00467,N16_R23_N16_C00467_combined108_seed_mutation,combined108_seed_mutation,combined108_known_best_mutation,biased_random_perturbation_167,sentinel_control,uncertainty,0.27372270012636585,0.1796184328838736,0.15780202317180186,0.1143103963649282,0.11843639794249947,0.1687779900978938,0.05788328580949478,0.08263592395806339,0.09410426724249224,0.11592067695456398,0.4666666666666667,N16_A03_greedy_maximin_distance,-0.5817120824823299,"[6,13,3,14,5,2,7,11,10,0,9,15,4,1,8,12]",6-13-3-14-5-2-7-11-10-0-9-15-4-1-8-12,8dc607f674b89d63,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,16,S3R24L64_N16_B08_exploitation_reference,R23_N16_C00213,N16_R23_N16_C00213_known_best_mutation,known_best_mutation,combined108_known_best_mutation,swap_two_positions_168,exploitation_reference,diversity,0.7736652773863834,0.2615275682314796,0.24415118496418226,0.26731394760160204,0.26661529305817644,0.36265465424836474,0.20567591075898,0.037634376393862516,0.5121377091549038,0.529514092422201,0.008333333333333333,S3R19B28_N16_B02_u2_primary_top,-0.0817695052223123,"[2,4,6,8,10,14,12,0,1,3,5,7,9,11,13,15]",2-4-6-8-10-14-12-0-1-3-5-7-9-11-13-15,24ca4a939f4b0812,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B01_top_region,R23_N24_C00969,N24_R23_N24_C00969_known_best_mutation,known_best_mutation,combined108_known_best_mutation,reverse_segment_305,top_region_local_search,top_region_local_search,0.7375660211890794,0.3533754026536001,0.3345983279249893,0.266524768644835,0.26836282725810934,0.3920854695341226,0.17620035988593433,0.0789369018801653,0.3841906185354793,0.40296769326409015,0.07608695652173914,S3B20_N24_B04_surrogate_top,-0.13053742708678273,"[0,2,4,6,8,22,20,18,16,14,12,10,11,9,7,5,3,1,13,15,17,23,21,19]",0-2-4-6-8-22-20-18-16-14-12-10-11-9-7-5-3-1-13-15-17-23-21-19,d5d7a577aae2fbbb,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B02_top_region,R23_N24_C01780,N24_R23_N24_C01780_known_best_mutation,known_best_mutation,combined108_known_best_mutation,reverse_segment_225,top_region_local_search,top_region_local_search,0.7460399149446479,0.31571044998836134,0.2972845007589176,0.27315632225905345,0.27049632686502606,0.3805375029632013,0.18350226197198266,0.0449351385942846,0.4303294649562866,0.44875541418573034,0.10144927536231885,S3B20_N24_B01_surrogate_top,-0.12206353333121422,"[0,2,4,6,8,10,12,22,20,18,16,14,1,3,5,7,23,21,19,17,15,13,11,9]",0-2-4-6-8-10-12-22-20-18-16-14-1-3-5-7-23-21-19-17-15-13-11-9,dfa42d2d41100d6a,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B03_top_region,R23_N24_C00074,N24_R23_N24_C00074_known_best_mutation,known_best_mutation,combined108_known_best_mutation,parity_preserving_swap_100,top_region_local_search,top_region_local_search,0.7488206740474261,0.3189147792415127,0.30005120345857694,0.26759021348651674,0.2653969616332295,0.3801547663734524,0.18543009497494378,0.02987575622108311,0.42990589480591346,0.4487694705888492,0.0036231884057971015,N24_A04_method_c_u2_first_engineering,-0.11928277422843603,"[2,0,4,6,8,10,12,14,16,18,20,22,11,9,7,5,3,1,13,15,17,19,21,23]",2-0-4-6-8-10-12-14-16-18-20-22-11-9-7-5-3-1-13-15-17-19-21-23,61876ec3bbab3171,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B04_top_region,R23_N24_C00426,N24_R23_N24_C00426_teacher_best_local_search,teacher_best_local_search,combined108_known_best_mutation,reverse_segment_289,top_region_local_search,tradeoff,0.7517468270199553,0.30499780437361546,0.28654768825506477,0.275210483880166,0.2750843934086773,0.3787174393874958,0.1868337601746997,0.053243367955172226,0.44674902264633987,0.46519913876489055,0.10144927536231885,S3R19B28_N24_B10_known_best_mutation,-0.11635662125590684,"[0,2,4,6,8,10,12,14,16,18,20,22,23,21,19,3,5,7,9,11,17,15,13,1]",0-2-4-6-8-10-12-14-16-18-20-22-23-21-19-3-5-7-9-11-17-15-13-1,ddb347cb94c3ba51,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B05_top_region,R23_N24_C01777,N24_R23_N24_C01777_known_best_mutation,known_best_mutation,combined108_known_best_mutation,parity_preserving_swap_220,top_region_local_search,top_region_local_search,0.7191328950953882,0.3247386332933572,0.30586656153897335,0.2676714324923984,0.2657134139839772,0.3766245872808189,0.17273266607709384,0.04435656647804409,0.394394261802031,0.4132663335564149,0.010869565217391304,S3B20_N24_B01_surrogate_top,-0.14897055318047392,"[0,2,4,6,8,10,12,18,20,22,16,14,1,3,5,7,9,11,13,15,17,19,21,23]",0-2-4-6-8-10-12-18-20-22-16-14-1-3-5-7-9-11-13-15-17-19-21-23,30f88e82766f163e,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B06_model_disagreement,R23_N24_C00672,N24_R23_N24_C00672_known_best_mutation,known_best_mutation,combined108_known_best_mutation,parity_preserving_swap_188,model_disagreement,diversity,0.7334367648075067,0.2107249922912925,0.19429276103616278,0.246096552790097,0.24066423310868526,0.32504306080674883,0.2050863314989003,0.09392569247288846,0.5227117725162143,0.539144003771344,0.018115942028985508,S3R19B28_N24_B06_uncertainty_calibration,-0.13466668346835542,"[11,21,7,17,9,13,23,3,19,5,15,1,0,2,4,6,8,10,12,14,16,18,20,22]",11-21-7-17-9-13-23-3-19-5-15-1-0-2-4-6-8-10-12-14-16-18-20-22,5e8f606e284ef168,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B07_model_disagreement,R23_N24_C00715,N24_R23_N24_C00715_known_best_mutation,known_best_mutation,combined108_known_best_mutation,parity_preserving_swap_268,model_disagreement,diversity,0.743541828026812,0.2204202321892928,0.20374511870678014,0.2587841048606029,0.2512850744737168,0.3355552716514409,0.20497721926939994,0.07276301027983141,0.5231215958375193,0.5397967093200319,0.05434782608695652,S3R19B28_N24_B06_uncertainty_calibration,-0.12456162024905015,"[11,5,7,17,3,13,23,9,19,21,15,1,0,2,4,6,8,10,12,14,16,18,20,22]",11-5-7-17-3-13-23-9-19-21-15-1-0-2-4-6-8-10-12-14-16-18-20-22,c892039c42dfb0f4,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B08_model_disagreement,R23_N24_C00615,N24_R23_N24_C00615_known_best_mutation,known_best_mutation,combined108_known_best_mutation,swap_two_positions_104,model_disagreement,tradeoff,0.7452755236103391,0.23618144813619543,0.21825863579223614,0.2546951939589109,0.25085399193806157,0.34105295868714863,0.2025170998138193,0.0714510418622823,0.5090940754741436,0.527016887818103,0.018115942028985508,S3R19B28_N24_B06_uncertainty_calibration,-0.12282792466552306,"[11,21,7,17,3,13,5,9,19,23,15,1,0,2,4,6,8,10,12,14,16,18,20,22]",11-21-7-17-3-13-5-9-19-23-15-1-0-2-4-6-8-10-12-14-16-18-20-22,7045906b4126d893,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B09_model_disagreement,R23_N24_C00561,N24_R23_N24_C00561_known_best_mutation,known_best_mutation,combined108_known_best_mutation,seed_crossover_037,model_disagreement,uncertainty,0.7085229374573445,0.1929008263514287,0.17182963757896588,0.2298953669819023,0.2304096587641558,0.3067116854267594,0.2021490078064733,0.13374292344182334,0.5156221111059158,0.5366932998783787,0.036231884057971016,S3R19B28_N24_B06_uncertainty_calibration,-0.15958051081851765,"[11,21,7,17,3,13,23,9,19,5,15,1,0,2,4,6,8,10,12,22,20,18,16,14]",11-21-7-17-3-13-23-9-19-5-15-1-0-2-4-6-8-10-12-22-20-18-16-14,245a8b26b41f99ed,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B10_uncertainty_calibration,R23_N24_C00144,N24_R23_N24_C00144_known_best_mutation,known_best_mutation,combined108_known_best_mutation,swap_two_positions_272,uncertainty_calibration,uncertainty,0.5391685236310659,0.29745985516598455,0.27826671710080414,0.19102896174342052,0.18870064497840552,0.29892494052393614,0.12801314421556284,0.2426129170890855,0.24170866846508138,0.2609018065302618,0.08333333333333333,N24_A04_method_c_u2_first_engineering,-0.32893492464479623,"[0,2,4,6,8,10,13,14,16,18,20,22,11,9,7,5,3,1,12,15,17,19,21,23]",0-2-4-6-8-10-13-14-16-18-20-22-11-9-7-5-3-1-12-15-17-19-21-23,1ee1ce45fe1ba3e6,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B11_uncertainty_calibration,R23_N24_C00594,N24_R23_N24_C00594_known_best_mutation,known_best_mutation,combined108_known_best_mutation,parity_preserving_swap_076,uncertainty_calibration,model_disagreement,0.5617720268129731,0.22201112748560678,0.20119909939833044,0.21983383541938678,0.2169072256858233,0.2843446629604241,0.1389057604386645,0.23690188988693647,0.3397608993273663,0.36057292741464264,0.05434782608695652,S3R19B28_N24_B06_uncertainty_calibration,-0.30633142146288905,"[11,21,7,17,3,13,23,9,19,5,15,1,0,2,20,6,8,10,12,14,16,18,4,22]",11-21-7-17-3-13-23-9-19-5-15-1-0-2-20-6-8-10-12-14-16-18-4-22,e54c35986492c68a,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B12_uncertainty_calibration,R23_N24_C00591,N24_R23_N24_C00591_known_best_mutation,known_best_mutation,combined108_known_best_mutation,swap_two_positions_072,uncertainty_calibration,uncertainty,0.5617720268129731,0.22169602862432158,0.2008992094788002,0.21983383541938678,0.21700581306795638,0.2842413826806876,0.13896046311515806,0.23690188988693647,0.34007599818865153,0.3608728173341729,0.05434782608695652,S3R19B28_N24_B06_uncertainty_calibration,-0.30633142146288905,"[11,21,7,17,3,13,23,9,19,5,15,1,0,18,4,6,8,10,12,14,16,2,20,22]",11-21-7-17-3-13-23-9-19-5-15-1-0-18-4-6-8-10-12-14-16-2-20-22,97c3cadc95217af2,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B13_uncertainty_calibration,R23_N24_C00158,N24_R23_N24_C00158_known_best_mutation,known_best_mutation,combined108_known_best_mutation,swap_two_positions_312,uncertainty_calibration,uncertainty,0.5280867126759042,0.28458727065768585,0.2652692218903205,0.18988142253225684,0.18870064497840552,0.2913050545469146,0.12458167186449647,0.2340258602263792,0.24349944201821838,0.26281749078558375,0.07608695652173914,N24_A04_method_c_u2_first_engineering,-0.34001673559995793,"[0,2,4,6,8,10,12,14,16,18,19,22,11,9,7,5,3,1,13,15,17,20,21,23]",0-2-4-6-8-10-12-14-16-18-19-22-11-9-7-5-3-1-13-15-17-20-21-23,429442f9a7ee440f,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B14_diversity_coverage,R23_N24_C00612,N24_R23_N24_C00612_known_best_mutation,known_best_mutation,combined108_known_best_mutation,swap_early_late_blocks_099,diversity_coverage,tradeoff,0.5522788213473178,0.2320990222904475,0.21369241098416195,0.1972222202105077,0.1948364191873844,0.27802577880396384,0.13777696843664336,0.220402884850815,0.3201797990568703,0.33858641036315584,0.40217391304347827,N24_A08_block_interleaved_quarters,-0.3158246269285444,"[12,14,16,18,3,13,23,9,19,5,15,1,0,2,4,6,8,10,11,21,7,17,20,22]",12-14-16-18-3-13-23-9-19-5-15-1-0-2-4-6-8-10-11-21-7-17-20-22,fdb98a247a7f0f60,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B15_diversity_coverage,R23_N24_C00073,N24_R23_N24_C00073_known_best_mutation,known_best_mutation,combined108_known_best_mutation,swap_early_late_blocks_099,diversity_coverage,tradeoff,0.4973392110005277,0.3133287050296115,0.29398958940041153,0.18702706445488532,0.1815669457906296,0.2946503031352131,0.11471941407099984,0.17934970637194497,0.18401050597091617,0.20334962160011616,0.391304347826087,S3R19B28_N24_B08_known_best_mutation,-0.3707642372753345,"[0,2,4,15,17,19,21,14,16,18,20,22,11,9,7,5,3,1,13,6,8,10,12,23]",0-2-4-15-17-19-21-14-16-18-20-22-11-9-7-5-3-1-13-6-8-10-12-23,61435e6dddaa6fd2,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
run_24_run23_shortlist64_active_learning_handoff_package,shortlist64,stage3_run24_shortlist64_active_learning_calibration_v01,24,S3R24L64_N24_B16_diversity_coverage,R23_N24_C00043,N24_R23_N24_C00043_known_best_mutation,known_best_mutation,combined108_known_best_mutation,swap_early_late_blocks_051,diversity_coverage,model_disagreement,0.4657090502878106,0.3174253409504045,0.2980501588915768,0.18241098307249956,0.17918962826807225,0.28855703229407276,0.10538932489134008,0.1534383580828396,0.14828370933740614,0.1676588913962338,0.391304347826087,S3R19B28_N24_B08_known_best_mutation,-0.40239439798805154,"[0,2,15,17,19,21,12,14,16,18,20,22,11,9,7,5,3,1,13,4,6,8,10,23]",0-2-15-17-19-21-12-14-16-18-20-22-11-9-7-5-3-1-13-4-6-8-10-23,01f2cb7f75d2ba0f,False,NOT_RUN,Run24 handoff only. Not teacher-validated. Do not claim physical superiority.
