run_id,batch_option,batch_name,n,handoff_strategy_name,original_run38_candidate_id,original_run38_strategy_name,candidate_source,generation_method,selection_bucket,priority_role,surrogate_prediction,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance,nearest_existing_teacher_strategy,native_validation_N,N24_N40_focused,overnight_batch60,order_json,order_compact,order_hash,teacher_validated,teacher_validation_status,notes
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B13_surrogate_top,R38_N24_C01799,N24_R38_N24_C01799_surrogate_top_predicted,surrogate_top_predicted,even_odd,surrogate_top_predicted,surrogate_top_predicted,0.5566954594017094,0.5327019165900791,-2.150248130162557,0.4698027137351068,0.1196647104708162,0.0239935428116302,0.1847826086956521,S3R24L64_N24_B02_top_region,True,True,True,"[4,0,22,16,10,18,8,12,2,6,20,14,13,3,1,7,19,15,23,17,21,9,11,5]",4-0-22-16-10-18-8-12-2-6-20-14-13-3-1-7-19-15-23-17-21-9-11-5,494e288b2a39a7f0,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B14_surrogate_top,R38_N24_C02691,N24_R38_N24_C02691_surrogate_top_predicted,surrogate_top_predicted,even_odd,surrogate_top_predicted,surrogate_top_predicted,0.5451098901098905,0.5207093211203819,-2.2262323709825678,0.4576575434629482,0.0919151275284774,0.0244005689895085,0.1847826086956521,S3R24L64_N24_B05_top_region,True,True,True,"[6,8,0,12,10,20,18,2,22,16,14,4,3,11,23,13,15,19,5,21,1,7,9,17]",6-8-0-12-10-20-18-2-22-16-14-4-3-11-23-13-15-19-5-21-1-7-9-17,f3c4bea6a8cb326e,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B15_surrogate_top,R38_N24_C01756,N24_R38_N24_C01756_surrogate_top_predicted,surrogate_top_predicted,even_odd,surrogate_top_predicted,surrogate_top_predicted,0.5442033348595853,0.5374092569133738,-2.2799713959296546,0.4584868105734127,0.0706903898389154,0.0067940779462114,0.1775362318840579,S3R34N32INF_N24_B02_surrogate_top,True,True,True,"[4,16,22,14,0,12,20,2,18,8,10,6,7,11,13,21,9,15,3,17,23,19,1,5]",4-16-22-14-0-12-20-2-18-8-10-6-7-11-13-21-9-15-3-17-23-19-1-5,e7d4c44a39b62ccd,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B16_surrogate_top,R38_N24_C01914,N24_R38_N24_C01914_surrogate_top_predicted,surrogate_top_predicted,even_odd,surrogate_top_predicted,surrogate_top_predicted,0.5398574099511602,0.5064686662002377,-2.298396706581116,0.4502834930203334,0.1152735969278808,0.0333887437509224,0.1521739130434782,S3R34N32INF_N24_B01_graph_pointer,True,True,True,"[6,18,2,14,8,10,0,16,4,12,22,20,21,7,19,13,17,23,15,11,1,9,3,5]",6-18-2-14-8-10-0-16-4-12-22-20-21-7-19-13-17-23-15-11-1-9-3-5,01778e1f6d29a067,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B17_diversity,R38_N24_C01797,N24_R38_N24_C01797_diversity_coverage,diversity_coverage,regular_jump,diversity_coverage,diversity_coverage,0.3954188440279959,0.4818798526871452,-2.265476637830337,0.3985422416277701,0.1747597221160051,0.0864610086591493,0.4311594202898551,S3R19B28_N24_B09_known_best_mutation,True,True,True,"[2,7,12,17,22,3,8,13,18,23,4,9,14,19,0,5,10,15,20,1,6,11,16,21]",2-7-12-17-22-3-8-13-18-23-4-9-14-19-0-5-10-15-20-1-6-11-16-21,5ccfdae24095dd12,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B18_graph_pointer,R38_N24_C00179,N24_R38_N24_C00179_diversity_coverage,graph_pointer_temperature_sampled,temperature_1.0,diversity_coverage,diversity_coverage,0.3682877859514121,0.5194701179377932,-2.0820199300845466,0.3771796589430496,0.1359442689546959,0.1511823319863811,0.3115942028985507,N24_A01_raster_left_to_right,True,True,True,"[2,7,0,3,10,12,17,20,8,11,16,18,1,5,14,9,4,6,23,21,13,15,19,22]",2-7-0-3-10-12-17-20-8-11-16-18-1-5-14-9-4-6-23-21-13-15-19-22,0ad102f2eaec54c2,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B19_graph_pointer,R38_N24_C00099,N24_R38_N24_C00099_diversity_coverage,graph_pointer_temperature_sampled,temperature_0.75,diversity_coverage,diversity_coverage,0.3636131499287751,0.4602832482004123,-2.0449541533986726,0.3585631634886725,0.1343265520962724,0.0966700982716372,0.3007246376811594,S3R24L64_N24_B02_top_region,True,True,True,"[2,4,6,7,0,5,12,17,10,22,23,21,18,8,19,15,13,11,14,16,20,9,3,1]",2-4-6-7-0-5-12-17-10-22-23-21-18-8-19-15-13-11-14-16-20-9-3-1,5a8a3a7f7fdfa8fc,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B20_graph_pointer,R38_N24_C00008,N24_R38_N24_C00008_diversity_coverage,graph_pointer_temperature_sampled,temperature_0.55,diversity_coverage,diversity_coverage,0.3948688435001714,0.3974478147889349,-1.928644210100174,0.3533210326074763,0.1504208455036569,0.0025789712887634,0.217391304347826,S3R24L64_N24_B23_exploitation_reference,True,True,True,"[6,8,2,1,18,14,16,4,7,0,10,12,22,20,19,17,15,11,3,5,9,13,23,21]",6-8-2-1-18-14-16-4-7-0-10-12-22-20-19-17-15-11-3-5-9-13-23-21,cc4ae946f5789d20,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B21_graph_pointer,R38_N24_C00120,N24_R38_N24_C00120_diversity_coverage,graph_pointer_temperature_sampled,temperature_0.75,diversity_coverage,diversity_coverage,0.3754506310750796,0.4039025070152458,-1.961002007126808,0.3466199299121481,0.1414645606704278,0.0284518759401661,0.25,N24_A02_odd_even_interlaced,True,True,True,"[2,4,12,14,16,8,6,1,0,5,7,18,3,19,15,13,11,10,21,23,22,20,17,9]",2-4-12-14-16-8-6-1-0-5-7-18-3-19-15-13-11-10-21-23-22-20-17-9,c80ea11fb2da604a,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B22_diversity,R38_N24_C01608,N24_R38_N24_C01608_diversity_coverage,diversity_coverage,regular_jump,diversity_coverage,diversity_coverage,0.341089989040488,0.3964212270394908,-2.341621576497952,0.3439151365082376,0.1590598795000946,0.0553312379990028,0.4130434782608695,S3R19B28_N24_B09_known_best_mutation,True,True,True,"[8,3,22,17,12,7,2,21,16,11,6,1,20,15,10,5,0,19,14,9,4,23,18,13]",8-3-22-17-12-7-2-21-16-11-6-1-20-15-10-5-0-19-14-9-4-23-18-13,0600acdc2dcb4198,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B23_graph_pointer,R38_N24_C00144,N24_R38_N24_C00144_diversity_coverage,graph_pointer_temperature_sampled,temperature_1.0,diversity_coverage,diversity_coverage,0.3345044846464227,0.4327049965732646,-2.218024010459582,0.3372142104801905,0.1426339333206648,0.0982005119268419,0.3079710144927536,S3R34N32INF_N24_B12_n24_calibration,True,True,True,"[8,2,5,22,19,18,21,14,6,4,0,11,13,23,12,3,10,16,20,15,9,1,17,7]",8-2-5-22-19-18-21-14-6-4-0-11-13-23-12-3-10-16-20-15-9-1-17-7,c2aac9cb62b52be0,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B24_hybrid_disagree,R38_N24_C02554,N24_R38_N24_C02554_hybrid_gnn_surrogate_disagreement,hybrid_gnn_surrogate_disagreement,random,hybrid_gnn_surrogate_disagreement,hybrid_gnn_surrogate_disagreement,0.3096491173154757,0.3989326746101311,-2.330726077159246,0.3192019208427804,0.1220521592760558,0.0892835572946554,0.3695652173913043,S3R24L64_N24_B15_diversity_coverage,True,True,True,"[0,17,23,16,19,4,15,9,12,14,10,3,5,1,21,18,7,2,20,22,11,6,8,13]",0-17-23-16-19-4-15-9-12-14-10-3-5-1-21-18-7-2-20-22-11-6-8-13,246ba306ff780a9a,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B25_hybrid_disagree,R38_N24_C02917,N24_R38_N24_C02917_hybrid_gnn_surrogate_disagreement,hybrid_gnn_surrogate_disagreement,random,hybrid_gnn_surrogate_disagreement,hybrid_gnn_surrogate_disagreement,0.2728985321396803,0.3661290332117944,-2.371541074166695,0.2831984525336141,0.1149953778572529,0.093230501072114,0.3007246376811594,N24_A15_graph_pointer_policy_balanced_dispersion_proxy,True,True,True,"[23,20,9,8,0,11,15,10,17,21,14,5,7,3,12,16,18,22,6,2,19,1,4,13]",23-20-9-8-0-11-15-10-17-21-14-5-7-3-12-16-18-22-6-2-19-1-4-13,1d6fc56e589607e8,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B26_uncertainty,R38_N24_C01612,N24_R38_N24_C01612_uncertainty_calibration,uncertainty_calibration,regular_jump,uncertainty_calibration,uncertainty_calibration,0.289882822039072,0.2812757018089208,-1.9111146020392575,0.274542657442879,0.205128175503186,0.0086071202301511,0.2427536231884058,N24_A06_edge_in_alternating,True,True,True,"[6,5,4,3,2,1,0,23,22,21,20,19,18,17,16,15,14,13,12,11,10,9,8,7]",6-5-4-3-2-1-0-23-22-21-20-19-18-17-16-15-14-13-12-11-10-9-8-7,d7c971333572de00,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B27_uncertainty,R38_N24_C02112,N24_R38_N24_C02112_uncertainty_calibration,uncertainty_calibration,regular_jump,uncertainty_calibration,uncertainty_calibration,0.2743909493284493,0.2763270519615957,-1.9474699969093008,0.269290367250289,0.2067039372344586,0.0019361026331464,0.286231884057971,S3R24L64_N24_B15_diversity_coverage,True,True,True,"[14,15,16,17,18,19,20,21,22,23,0,1,2,3,4,5,6,7,8,9,10,11,12,13]",14-15-16-17-18-19-20-21-22-23-0-1-2-3-4-5-6-7-8-9-10-11-12-13,55ff1ca1e18b999a,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B28_diversity,R38_N24_C02477,N24_R38_N24_C02477_diversity_coverage,diversity_coverage,random,diversity_coverage,diversity_coverage,0.2611567563619943,0.2818480269269119,-2.444673965374629,0.2663453530890645,0.1058046369157287,0.0206912705649175,0.4166666666666667,S3R19B28_N24_B08_known_best_mutation,True,True,True,"[19,20,4,16,23,1,14,11,12,15,17,3,10,2,13,18,22,8,7,6,9,21,5,0]",19-20-4-16-23-1-14-11-12-15-17-3-10-2-13-18-22-8-7-6-9-21-5-0,895920409a1f0e2a,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B29_uncertainty,R38_N24_C01997,N24_R38_N24_C01997_uncertainty_calibration,uncertainty_calibration,regular_jump,uncertainty_calibration,uncertainty_calibration,0.2720926434676434,0.2721338952896597,-1.8902307928850253,0.2660256353670504,0.2080497575337364,4.125182201625277e-05,0.2753623188405797,N24_A05_center_out,True,True,True,"[19,18,17,16,15,14,13,12,11,10,9,8,7,6,5,4,3,2,1,0,23,22,21,20]",19-18-17-16-15-14-13-12-11-10-9-8-7-6-5-4-3-2-1-0-23-22-21-20,2f697e9d0f89d8b9,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,24,S3R39N2440B60_N24_B30_sentinel,R38_N24_C01747,N24_R38_N24_C01747_sentinel_control,sentinel_control,center_out,sentinel_control,sentinel_control,0.1888088788704173,0.260220471465089,-2.635116626818975,0.1891373364362207,0.1661414678542182,0.0714115925946716,0.036231884057971,N24_A05_center_out,True,True,True,"[12,11,13,10,14,9,15,8,16,7,17,6,18,5,19,4,20,3,21,2,1,22,0,23]",12-11-13-10-14-9-15-8-16-7-17-6-18-5-19-4-20-3-21-2-1-22-0-23,6ade7040546e76c8,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,40,S3R39N2440B60_N40_B01_n40_u2_near,R38_N40_C00602,N40_R38_N40_C00602_N40_new_best_neighborhood,N40_new_best_neighborhood,known_best_mutation,N40_new_best_neighborhood,N40_new_best_neighborhood,0.7700823476459303,0.7088415812654971,-2.1244864776730537,0.625826690595847,0.0635305535626234,0.0612407663804331,0.1871794871794871,S3R34N32INF_N40_B12_n40_best_near,True,True,True,"[0,2,4,6,7,9,11,13,15,17,19,32,34,36,38,30,28,26,24,22,20,18,16,14,12,10,8,5,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-4-6-7-9-11-13-15-17-19-32-34-36-38-30-28-26-24-22-20-18-16-14-12-10-8-5-3-1-21-23-25-27-29-31-33-35-37-39,2be93a3db4bceb7f,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
run_39_run38_native_N24_N40_focused_batch60_handoff_package,native_N24_N40_focused_batch60,stage3_run39_native_N24_N40_focused_batch60_v01,40,S3R39N2440B60_N40_B02_n40_u2_near,R38_N40_C00846,N40_R38_N40_C00846_N40_new_best_neighborhood,N40_new_best_neighborhood,known_best_mutation,N40_new_best_neighborhood,N40_new_best_neighborhood,0.7700823476459303,0.7088415812654971,-2.17238300293684,0.6241600239291802,0.0635305535626234,0.0612407663804331,0.1705128205128205,S3R34N32INF_N40_B09_n40_best_near,True,True,True,"[0,3,5,7,9,11,13,15,17,19,38,36,34,32,30,28,26,24,22,20,18,16,14,12,10,8,6,4,2,1,21,23,25,27,29,31,33,35,37,39]",0-3-5-7-9-11-13-15-17-19-38-36-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2-1-21-23-25-27-29-31-33-35-37-39,57d732db8ce53de8,False,NOT_RUN,Run39 handoff only. Native N24/N40 focused batch60 candidate is not teacher-validated.
