strategy_name,label,category,family,source_file,source_kind,scan_order,has_teacher_metrics,U2,PEEQ,SurfaceT,Gradient,Mises,internal_tensile_stress
V02_M00_PGR_R24_V01,V02_M00_PGR_R24_V01,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[22, 12, 0, 16, 28, 8, 4, 20, 24, 14, 10, 18, 30, 6, 2, 26, 21, 13, 9, 23, 31, 15, 11, 19, 29, 7, 1, 17, 25, 5, 3, 27]",True,0.00044112475,0.13946494489908223,0.005888779143653727,8.15089880521545e-06,1.933277952,0.005888779143653727
mc_cand_001,mc_cand_001,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 16, 18, 20, 22, 24, 26, 28, 30, 14, 12, 10, 7, 5, 3, 1, 17, 19, 21, 23, 25, 27, 31, 29, 15, 13, 11, 9]",True,0.00010686228,0.14431768856942653,0.004303008199492697,4.5957436185494105e-06,1.9332767573333336,0.004303008199492697
mc_cand_002,mc_cand_002,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 16, 18, 20, 22, 24, 26, 28, 30, 14, 12, 10, 7, 5, 3, 1, 17, 19, 21, 23, 25, 27, 29, 31, 15, 13, 11, 9]",True,0.00011210514,0.14336983926594257,0.004299097933514364,7.830015378326159e-06,1.9332766506666663,0.004299097933514364
mc_cand_004,mc_cand_004,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 16, 18, 20, 22, 24, 26, 28, 30, 14, 12, 9, 7, 5, 3, 1, 17, 19, 21, 23, 25, 27, 29, 31, 15, 13, 11]",True,0.00010346287,0.1444104240834713,0.0036420724339150693,1.2489428559987087e-06,1.9332765866666666,0.0036420724339150693
mc_cand_006,mc_cand_006,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 12, 16, 18, 20, 22, 24, 26, 28, 30, 14, 11, 9, 7, 5, 3, 1, 17, 19, 21, 23, 25, 27, 31, 29, 15, 13]",True,0.000112298,0.14340403616428377,0.0027807622337668396,1.8094036538813136e-05,1.9332766933333334,0.0027807622337668396
mc_cand_066,mc_cand_066,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[15, 19, 24, 28, 31, 26, 22, 13, 11, 8, 6, 3, 0, 17, 20, 14, 10, 16, 18, 12, 7, 5, 2, 9, 21, 23, 25, 29, 27, 30, 4, 1]",True,0.0003043265,0.143516653329134,0.007831783365052155,7.93396706831984e-05,1.933276330666667,0.007831783365052155
mc_cand_067,mc_cand_067,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 4, 8, 11, 16, 19, 21, 24, 27, 30, 31, 28, 26, 23, 20, 18, 15, 13, 10, 7, 5, 2, 1, 3, 6, 9, 12, 17, 22, 25, 29, 14]",True,0.00035443765,0.14150269836187362,0.01466862985521955,4.2321143924339755e-05,1.9332819626666664,0.01466862985521955
mc_cand_121,mc_cand_121,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[15, 25, 31, 10, 3, 18, 22, 13, 7, 20, 27, 5, 0, 16, 29, 11, 24, 9, 2, 19, 14, 26, 21, 6, 4, 17, 30, 12, 8, 23, 28, 1]",True,0.0004260851,0.13830990247428418,0.012021305303142509,1.1592059191018149e-05,1.933278656,0.012021305303142509
mc_cand_129,mc_cand_129,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 16, 29, 10, 4, 20, 25, 14, 7, 18, 31, 12, 2, 22, 27, 9, 5, 17, 24, 15, 1, 19, 30, 11, 3, 21, 26, 13, 6, 28, 23, 8]",True,0.00047835472,0.14100295521318915,0.013353144890776826,7.034391857877801e-05,1.9332834986666663,0.013353144890776826
mc_extra_001,mc_extra_001,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 16, 18, 20, 22, 24, 26, 28, 30, 14, 12, 9, 7, 5, 3, 1, 17, 19, 21, 23, 25, 27, 31, 29, 15, 13, 11]",True,9.920205e-05,0.14441204547882078,0.0036421049432994877,1.663730743258008e-06,1.9332765866666666,0.0036421049432994877
mc_extra_002,mc_extra_002,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 3, 6, 8, 10, 16, 18, 20, 22, 24, 26, 28, 30, 14, 12, 9, 5, 2, 7, 17, 19, 21, 23, 25, 27, 31, 29, 15, 13, 11, 4, 1]",True,0.00019686203,0.14392996549606324,0.011564970176666581,2.0849072858125437e-05,1.9332769706666668,0.011564970176666581
mc_extra_003,mc_extra_003,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 12, 16, 18, 20, 22, 24, 26, 28, 30, 14, 11, 9, 7, 5, 3, 1, 17, 19, 21, 23, 25, 27, 29, 31, 15, 13]",True,0.00011865109,0.14304907009005546,0.00277720920361422,2.0538689097071572e-05,1.9332765440000002,0.00277720920361422
mc_extra_004,mc_extra_004,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 5, 7, 16, 18, 20, 22, 24, 26, 28, 30, 14, 12, 10, 8, 4, 1, 6, 17, 19, 21, 23, 25, 27, 31, 29, 15, 13, 11, 9, 3]",True,0.00016177451,0.1447088097035885,0.011292062431103967,5.2225852184393055e-05,1.93327808,0.011292062431103967
mc_extra_005,mc_extra_005,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[15, 17, 19, 21, 23, 25, 27, 29, 31, 13, 11, 9, 7, 5, 3, 1, 14, 16, 18, 20, 22, 24, 26, 28, 30, 12, 10, 8, 6, 4, 2, 0]",True,0.000102626764,0.14446687579154968,0.003501349720625454,9.623315534206282e-05,1.9332773973333335,0.003501349720625454
mc_extra_006,mc_extra_006,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 16, 18, 20, 22, 24, 26, 28, 30, 14, 12, 10, 7, 5, 3, 1, 9, 17, 19, 21, 23, 25, 27, 29, 31, 15, 13, 11]",True,0.00014552535,0.14536416888237003,0.0030095152065402397,3.90303998621787e-05,1.9332767573333336,0.0030095152065402397
mc_extra_007,mc_extra_007,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 5, 7, 9, 16, 18, 20, 22, 24, 26, 28, 30, 14, 12, 10, 4, 1, 6, 8, 17, 19, 21, 23, 25, 31, 29, 27, 15, 13, 11, 3]",True,0.00017036253,0.14558006569743157,0.012490624622568633,8.148280432766846e-05,1.93327872,0.012490624622568633
mc_extra_008,mc_extra_008,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 16, 18, 20, 22, 24, 26, 28, 30, 14, 12, 9, 7, 5, 3, 1, 11, 17, 19, 21, 23, 25, 27, 31, 29, 15, 13]",True,0.00014634302,0.14446402058005334,0.0027860189652792783,2.6590644063967436e-05,1.9332766933333334,0.0027860189652792783
mc_extra_009,mc_extra_009,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 5, 7, 9, 16, 18, 20, 22, 24, 26, 28, 30, 14, 12, 10, 8, 4, 1, 6, 17, 19, 21, 23, 25, 27, 31, 29, 15, 13, 11, 3]",True,0.00016125743,0.14403423115611078,0.01174724175909792,8.444385516986562e-06,1.9332789973333335,0.01174724175909792
mc_extra_010,mc_extra_010,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 16, 18, 20, 22, 24, 26, 28, 30, 14, 12, 9, 7, 5, 3, 1, 11, 17, 19, 21, 23, 25, 27, 29, 31, 15, 13]",True,0.00014918426,0.14396507248282434,0.0027953416019976525,3.0865696670040196e-05,1.9332767573333336,0.0027953416019976525
mc_extra_011,mc_extra_011,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 16, 21, 25, 14, 11, 18, 23, 9, 6, 4, 1, 20, 27, 30, 28, 13, 8, 17, 22, 15, 10, 19, 24, 12, 5, 3, 26, 31, 29, 7]",True,0.0004426237,0.14234316244721415,0.007054371912798821,5.067830187451046e-05,1.9332771839999998,0.007054371912798821
mc_extra_012,mc_extra_012,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[15, 18, 21, 24, 26, 28, 30, 23, 19, 14, 12, 10, 8, 6, 4, 2, 0, 5, 9, 16, 20, 22, 25, 27, 29, 31, 17, 13, 11, 7, 3, 1]",True,0.00042749508,0.14311423689126967,0.0071026640795190865,8.279892268768162e-06,1.9332763733333334,0.0071026640795190865
mc_extra_013,mc_extra_013,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 16, 24, 11, 6, 18, 21, 14, 9, 26, 31, 29, 4, 2, 7, 19, 23, 12, 10, 17, 27, 30, 15, 5, 1, 3, 20, 25, 28, 13, 8, 22]",True,0.000461618,0.1423730579018593,0.009006056242813773,3.003414050586153e-05,1.9332799146666666,0.009006056242813773
mc_extra_014,mc_extra_014,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 16, 21, 13, 10, 18, 23, 8, 5, 2, 25, 27, 30, 15, 12, 20, 22, 7, 4, 17, 14, 24, 28, 31, 26, 11, 9, 6, 1, 3, 19, 29]",True,0.0003802412,0.14276275172829628,0.006300761277997849,8.321963715762549e-05,1.9332767573333336,0.006300761277997849
mc_extra_015,mc_extra_015,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 16, 24, 12, 7, 18, 21, 14, 10, 26, 30, 5, 2, 28, 23, 8, 19, 15, 11, 17, 31, 13, 4, 25, 29, 6, 1, 20, 22, 9, 3, 27]",True,0.00042926817,0.1416633751988411,0.004916188671882817,5.478812544680162e-06,1.9332772266666667,0.004916188671882817
mc_extra_016,mc_extra_016,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[15, 17, 19, 13, 11, 9, 7, 5, 3, 1, 21, 23, 25, 27, 29, 31, 18, 14, 16, 12, 10, 8, 6, 4, 0, 2, 20, 22, 24, 26, 28, 30]",True,0.0001394581,0.14523194044828414,0.0040116132545217845,0.00015840897600203073,1.9332771413333332,0.0040116132545217845
mc_extra_017,mc_extra_017,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[0, 2, 4, 6, 8, 10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 23, 21, 19, 17, 15, 13, 11, 9, 7, 5, 3, 1, 25, 27, 29, 31]",True,8.741542e-05,0.14478865921497344,0.005403084038491049,5.138808999620252e-05,1.9332765440000002,0.005403084038491049
mc_extra_018,mc_extra_018,engineering_baseline,method_c,D:\Projects\RL-LAM-ScanOpt\rl-training\v01\outputs\surface_tensile_gradient_full_field_label_backfill_v03\canonical_full_field_surface_gradient_teacher_labels_v03.csv,csv:scan_order,"[15, 17, 19, 13, 11, 21, 23, 25, 27, 29, 31, 9, 7, 5, 3, 1, 12, 16, 18, 14, 20, 10, 8, 22, 24, 26, 28, 30, 6, 4, 0, 2]",True,0.00020002494,0.1438285504281521,0.005046778427995619,8.941772754201375e-06,1.9332767573333336,0.005046778427995619
