run_id,batch_option,batch_name,n,handoff_strategy_name,original_run43_candidate_id,original_run43_strategy_name,candidate_source,generation_method,selection_bucket,priority_role,surrogate_prediction,constrained_reward_prediction,u2_guarded_prediction,predicted_peeq_guarded_score,predicted_surfaceT_guarded_score,gnn_reward_prediction,graph_pointer_policy_score,hybrid_score,uncertainty_score,gnn_vs_surrogate_disagreement,novelty_distance,nearest_existing_teacher_strategy,native_validation_N,N24_N40_focused,constrained_reward_balanced,order_json,order_compact,order_hash,teacher_validated,teacher_validation_status,notes
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,24,S3R44CNS_N24_B11_hybrid_agree,R43_N24_C02584,N24_R43_N24_C02584_hybrid_agreement,hybrid_agreement,offline_mutation_or_pointer_proxy,hybrid_agreement,constrained_reward_balance,0.8386842105263131,0.8215703163864264,0.8391378967266911,0.8161842105263132,0.8386842105263131,0.8068759725400432,0.8374291115311909,0.8365703163864264,0.0263650314043698,0.0318082379862699,0.0,S3R34N32INF_N24_B11_n24_calibration,True,True,True,"[22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,10,12,14,16,18,20]",22-11-1-3-5-7-9-13-15-17-19-21-23-0-2-4-6-8-10-12-14-16-18-20,ef5b52a6c4974983,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,24,S3R44CNS_N24_B12_hybrid_agree,R43_N24_C00157,N24_R43_N24_C00157_hybrid_agreement,hybrid_agreement,offline_mutation_or_pointer_proxy,hybrid_agreement,constrained_reward_balance,0.81592105263158,0.8135349467714665,0.8154673664312019,0.79342105263158,0.81592105263158,0.7850233409610994,0.8147448015122873,0.8135349467714665,0.026476668854057,0.0308977116704806,0.1666666666666666,S3R34N32INF_N24_B11_n24_calibration,True,True,True,"[22,11,1,3,5,7,9,13,15,17,19,21,23,0,2,4,6,8,14,16,10,12,18,20]",22-11-1-3-5-7-9-13-15-17-19-21-23-0-2-4-6-8-14-16-10-12-18-20,ab0e387202f74240,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,24,S3R44CNS_N24_B13_hybrid_disagree,R43_N24_C02425,N24_R43_N24_C02425_hybrid_disagreement,hybrid_disagreement,offline_mutation_or_pointer_proxy,hybrid_disagreement,constrained_reward_balance,0.8161147791353391,0.8138194105153014,0.8159635504018797,0.7936147791353392,0.8161147791353391,0.7852093184047081,0.8223062381852552,0.8138194105153014,0.03949835986207,0.030905460730631,0.1666666666666666,S3R34N32INF_N24_B11_n24_calibration,True,True,True,"[22,11,3,1,5,7,9,13,15,17,19,21,23,0,2,4,10,8,6,12,14,16,18,20]",22-11-3-1-5-7-9-13-15-17-19-21-23-0-2-4-10-8-6-12-14-16-18-20,c1332fba36b90abd,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,24,S3R44CNS_N24_B14_hybrid_disagree,R43_N24_C00035,N24_R43_N24_C00035_hybrid_disagreement,hybrid_disagreement,offline_mutation_or_pointer_proxy,hybrid_disagreement,constrained_reward_balance,0.81592105263158,0.8135349467714665,0.8154673664312019,0.79342105263158,0.81592105263158,0.7850233409610994,0.8147448015122873,0.8135349467714665,0.0328687858943829,0.0308977116704806,0.1666666666666666,S3R34N32INF_N24_B11_n24_calibration,True,True,True,"[22,11,1,3,5,7,9,17,19,13,15,21,23,0,2,4,6,8,10,12,14,16,18,20]",22-11-1-3-5-7-9-17-19-13-15-21-23-0-2-4-6-8-10-12-14-16-18-20,d63892d73d8f6895,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,24,S3R44CNS_N24_B15_uncertainty,R43_N24_C01327,N24_R43_N24_C01327_uncertainty_calibration,uncertainty_calibration,offline_mutation_or_pointer_proxy,uncertainty_calibration,constrained_reward_balance,0.8386842105263131,0.8365703163864264,0.8391378967266911,0.8161842105263132,0.8386842105263131,0.8068759725400432,0.8374291115311909,0.8365703163864264,0.0293598689135475,0.0318082379862699,0.8333333333333334,S3R34N32INF_N24_B11_n24_calibration,True,True,True,"[22,14,12,10,8,6,4,2,0,23,21,19,17,15,13,9,7,5,3,1,11,16,18,20]",22-14-12-10-8-6-4-2-0-23-21-19-17-15-13-9-7-5-3-1-11-16-18-20,fdc5cd1a38164304,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,24,S3R44CNS_N24_B16_uncertainty,R43_N24_C01074,N24_R43_N24_C01074_uncertainty_calibration,uncertainty_calibration,offline_mutation_or_pointer_proxy,uncertainty_calibration,constrained_reward_balance,0.8386842105263131,0.8365703163864264,0.8391378967266911,0.8161842105263132,0.8386842105263131,0.8068759725400432,0.8374291115311909,0.8365703163864264,0.0259867597011429,0.0318082379862699,0.3333333333333333,S3R34N32INF_N24_B11_n24_calibration,True,True,True,"[22,17,15,13,9,7,5,3,1,11,19,21,23,0,2,4,6,8,10,12,14,16,18,20]",22-17-15-13-9-7-5-3-1-11-19-21-23-0-2-4-6-8-10-12-14-16-18-20,e72abd003436348f,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B01_reward_balanced,R43_N40_C00927,N40_R43_N40_C00927_reward_balanced_local_search,reward_balanced_local_search,offline_mutation_or_pointer_proxy,reward_balanced_local_search,constrained_reward_balance,0.8606578947368437,0.861612529845325,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.0135352205395265,0.0328878542510122,0.2,S3R39N2440B60_N40_B02_n40_u2_near,True,True,True,"[0,3,5,7,9,11,13,15,17,19,24,26,28,30,32,34,36,38,22,20,18,16,14,12,10,8,6,4,2,1,21,23,25,27,29,31,33,35,37,39]",0-3-5-7-9-11-13-15-17-19-24-26-28-30-32-34-36-38-22-20-18-16-14-12-10-8-6-4-2-1-21-23-25-27-29-31-33-35-37-39,a1e9edd6ef516a17,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B02_reward_balanced,R43_N40_C00693,N40_R43_N40_C00693_reward_balanced_local_search,reward_balanced_local_search,offline_mutation_or_pointer_proxy,reward_balanced_local_search,constrained_reward_balance,0.7758658364661657,0.7768520297600512,0.7791531474457843,0.7758658364661657,0.7758658364661657,0.7463696645459805,0.928336620644313,0.7768520297600512,0.0226375323530722,0.0294961719201851,0.5,S3R39N2440B60_N40_B02_n40_u2_near,True,True,True,"[0,3,5,7,9,11,13,15,17,19,21,1,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,38,23,25,27,29,31,33,35,37,39]",0-3-5-7-9-11-13-15-17-19-21-1-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-32-34-36-38-23-25-27-29-31-33-35-37-39,f0204b8923e1e79d,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B03_constr_surrogate,R43_N40_C02844,N40_R43_N40_C02844_constrained_surrogate_top,constrained_surrogate_top,existing_pool_selection,constrained_surrogate_top,constrained_reward_balance,0.8606578947368437,0.861612529845325,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.009593539739678,0.0328878542510122,0.15,S3R39N2440B60_N40_B04_n40_u2_near,True,True,True,"[0,2,4,6,8,9,11,13,15,17,19,22,24,26,28,30,32,34,36,38,20,18,16,14,12,10,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-4-6-8-9-11-13-15-17-19-22-24-26-28-30-32-34-36-38-20-18-16-14-12-10-7-5-3-1-21-23-25-27-29-31-33-35-37-39,dfe0bd5bc70aa06b,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B04_constr_surrogate,R43_N40_C00712,N40_R43_N40_C00712_constrained_surrogate_top,constrained_surrogate_top,existing_pool_selection,constrained_surrogate_top,constrained_reward_balance,0.8606578947368437,0.851612529845325,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.0050488255096137,0.0328878542510122,0.05,S3R39N2440B60_N40_B07_n40_u2_near,True,True,True,"[0,2,4,6,8,10,12,14,15,17,19,22,24,26,28,30,32,34,36,38,20,18,16,13,11,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-4-6-8-10-12-14-15-17-19-22-24-26-28-30-32-34-36-38-20-18-16-13-11-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,df273e7f87400b11,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B05_peeq_guarded,R43_N40_C01397,N40_R43_N40_C01397_PEEQ_guarded_candidates,PEEQ_guarded_candidates,offline_mutation_or_pointer_proxy,PEEQ_guarded_candidates,constrained_reward_balance,0.8606578947368437,0.861612529845325,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.022894474622776,0.0328878542510122,0.3,S3R39N2440B60_N40_B02_n40_u2_near,True,True,True,"[0,2,4,6,8,11,13,15,17,19,32,34,36,38,30,28,26,24,22,20,18,16,14,12,10,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-4-6-8-11-13-15-17-19-32-34-36-38-30-28-26-24-22-20-18-16-14-12-10-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,087c34237d82f774,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B06_peeq_guarded,R43_N40_C02546,N40_R43_N40_C02546_PEEQ_guarded_candidates,PEEQ_guarded_candidates,offline_mutation_or_pointer_proxy,PEEQ_guarded_candidates,constrained_reward_balance,0.8606578947368437,0.861612529845325,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.0165436046752567,0.0328878542510122,0.15,S3R39N2440B60_N40_B05_n40_u2_near,True,True,True,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,38,36,35,33,31,29,27,25,23,21,1,3,5,7,9,11,13,15,17,19,32,34,37,39]",0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-38-36-35-33-31-29-27-25-23-21-1-3-5-7-9-11-13-15-17-19-32-34-37-39,95c326e80ea13aa5,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B07_surfacet_guarded,R43_N40_C03523,N40_R43_N40_C03523_SurfaceT_guarded_candidates,SurfaceT_guarded_candidates,offline_mutation_or_pointer_proxy,SurfaceT_guarded_candidates,constrained_reward_balance,0.8606578947368437,0.856612529845325,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.0052913791435013,0.0328878542510122,0.1,S3R39N2440B60_N40_B02_n40_u2_near,True,True,True,"[0,3,5,7,9,11,13,15,17,19,32,34,36,38,30,28,26,24,22,20,18,16,14,12,10,8,6,4,2,1,21,23,25,27,29,31,33,35,37,39]",0-3-5-7-9-11-13-15-17-19-32-34-36-38-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2-1-21-23-25-27-29-31-33-35-37-39,04aa032631bc52ca,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B08_surfacet_guarded,R43_N40_C01368,N40_R43_N40_C01368_SurfaceT_guarded_candidates,SurfaceT_guarded_candidates,offline_mutation_or_pointer_proxy,SurfaceT_guarded_candidates,constrained_reward_balance,0.8606578947368437,0.851612529845325,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.0077441387987142,0.0328878542510122,0.05,S3R39N2440B60_N40_B02_n40_u2_near,True,True,True,"[0,3,5,7,9,11,13,15,17,19,36,38,34,32,30,28,26,24,22,20,18,16,14,12,10,8,6,4,2,1,21,23,25,27,29,31,33,35,37,39]",0-3-5-7-9-11-13-15-17-19-36-38-34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2-1-21-23-25-27-29-31-33-35-37-39,0b49f63af998a626,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B09_u2_guarded,R43_N40_C01469,N40_R43_N40_C01469_U2_guarded_local_search,U2_guarded_local_search,offline_mutation_or_pointer_proxy,U2_guarded_local_search,constrained_reward_balance,0.8606578947368437,0.861612529845325,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.0231624298112788,0.0328878542510122,0.5,S3R34N32INF_N40_B08_n40_best_near,True,True,True,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,38,35,33,31,29,27,25,23,21,1,3,5,7,9,11,13,15,17,19,32,34,36,37,39]",0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-38-35-33-31-29-27-25-23-21-1-3-5-7-9-11-13-15-17-19-32-34-36-37-39,b6a2782f36a193eb,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B10_u2_guarded,R43_N40_C03420,N40_R43_N40_C03420_U2_guarded_local_search,U2_guarded_local_search,offline_mutation_or_pointer_proxy,U2_guarded_local_search,constrained_reward_balance,0.8606578947368437,0.861612529845325,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.0182057271159779,0.0328878542510122,0.45,S3R34N32INF_N40_B08_n40_best_near,True,True,True,"[0,2,4,6,8,10,12,14,16,18,20,22,24,26,28,30,38,36,33,31,29,27,25,23,21,1,3,5,7,9,11,13,15,17,19,32,34,35,37,39]",0-2-4-6-8-10-12-14-16-18-20-22-24-26-28-30-38-36-33-31-29-27-25-23-21-1-3-5-7-9-11-13-15-17-19-32-34-35-37-39,b9c546662110237e,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B11_hybrid_agree,R43_N40_C00754,N40_R43_N40_C00754_hybrid_agreement,hybrid_agreement,offline_mutation_or_pointer_proxy,hybrid_agreement,constrained_reward_balance,0.8606578947368437,0.861612529845325,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.0114763712658888,0.0328878542510122,0.55,S3R24L64_N40_B23_exploitation_reference,True,True,True,"[0,2,4,6,8,10,12,14,16,18,20,38,36,34,33,31,29,27,25,23,21,1,3,5,7,9,11,13,15,17,19,22,24,26,28,30,32,35,37,39]",0-2-4-6-8-10-12-14-16-18-20-38-36-34-33-31-29-27-25-23-21-1-3-5-7-9-11-13-15-17-19-22-24-26-28-30-32-35-37-39,8dfc3e85e48b24b8,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
run_44_run43_constrained_N24_N40_batch32_handoff_package,constrained_N24_N40_batch32,stage3_run44_constrained_N24_N40_batch32_v01,40,S3R44CNS_N40_B12_hybrid_agree,R43_N40_C00253,N40_R43_N40_C00253_hybrid_agreement,hybrid_agreement,offline_mutation_or_pointer_proxy,hybrid_agreement,constrained_reward_balance,0.8606578947368437,0.861612529845325,0.8638400117651146,0.8606578947368437,0.8606578947368437,0.8277700404858315,0.925706771860618,0.861612529845325,0.0032132831816039,0.0328878542510122,0.15,S3R39N2440B60_N40_B07_n40_u2_near,True,True,True,"[0,2,4,6,8,10,11,13,15,17,19,22,24,26,28,30,32,34,36,38,20,18,16,14,12,9,7,5,3,1,21,23,25,27,29,31,33,35,37,39]",0-2-4-6-8-10-11-13-15-17-19-22-24-26-28-30-32-34-36-38-20-18-16-14-12-9-7-5-3-1-21-23-25-27-29-31-33-35-37-39,10d97dc93331e61c,False,NOT_RUN,Run44 handoff only. Constrained N24/N40 batch32 candidate is not teacher-validated.
